effect_subset,atlas,period,survey,site,X,Y,expected_richness,dominant_variable,dominant_variable_label,dominant_positive_importance,total_site_positive_importance,relative_positive_dominance,n_species_contributing
positive,1,1970s,AF91_1,AF91,447500.16279772675,6157499.807246089,54.38994437975713,perc_forest,Forest (% coverage),0.004830865016886106,0.014268213542436731,0.3385753235692805,157
positive,1,1970s,AF92_1,AF92,447500.2057250942,6162499.834014087,74.91520361967868,perc_forest,Forest (% coverage),0.005736528944155995,0.014505116165684454,0.39548314392181255,157
positive,1,1970s,AF93_1,AF93,447500.1653840631,6167499.788514787,79.46199694963092,perc_forest,Forest (% coverage),0.005954961671731612,0.01445574666835089,0.4119442466966636,157
positive,1,1970s,AF94_1,AF94,447500.1697669054,6172499.780493908,49.53045843538721,perc_forest,Forest (% coverage),0.006490738057365995,0.014047160483191623,0.46206762321343176,157
positive,1,1970s,AF96_1,AF96,447500.12389998813,6182499.65648123,42.165855415110386,perc_forest,Forest (% coverage),0.0036999114083882158,0.013382811040801707,0.27646743252279904,157
positive,1,1970s,AF97_1,AF97,447500.13908220717,6187499.650967309,36.92945715454009,tmean_breeding,Temperature,0.004899089363203032,0.014134055920338891,0.34661596011893847,157
positive,1,1970s,AF98_1,AF98,447500.13873657817,6192499.683587027,46.01732574582625,tmean_breeding,Temperature,0.0069125177846298905,0.01642348716508086,0.4208922085272539,157
positive,1,1970s,AF99_1,AF99,447500.1235891788,6197499.754315107,46.3930924156899,tmean_breeding,Temperature,0.006228740936169865,0.01629334554517637,0.3822874141409146,157
positive,1,1970s,BC10_1,BC10,457500.06312543934,6302499.745828598,33.5582751850008,perc_forest,Forest (% coverage),0.007655889184420542,0.014930313813779378,0.512774833798525,157
positive,1,1970s,BC11_1,BC11,457500.0287272008,6307499.784091797,24.232943564663486,perc_forest,Forest (% coverage),0.005622653704353753,0.013719073479646477,0.4098420868359284,157
positive,1,1970s,BC20_1,BC20,462500.0832758646,6302499.782276433,59.56873035245686,perc_forest,Forest (% coverage),0.006158167817433847,0.01366186880077235,0.45075588905419045,157
positive,1,1970s,BC21_1,BC21,462500.08463837503,6307499.738256342,45.60410878663012,perc_forest,Forest (% coverage),0.007975663382546056,0.014971145084857475,0.5327356950546835,157
positive,1,1970s,BC30_1,BC30,467500.03225555073,6302499.688678854,49.719615095507116,perc_forest,Forest (% coverage),0.004041063532007439,0.011241770710817188,0.3594685958253,157
positive,1,1970s,BC31_1,BC31,467500.0700814336,6307499.683991895,48.03813369922538,perc_forest,Forest (% coverage),0.005245209324368085,0.013211806818928603,0.3970092354705985,157
positive,1,1970s,BC32_1,BC32,467500.03942602925,6312499.716500132,49.67026934678592,perc_forest,Forest (% coverage),0.006941270155576816,0.015340682640524959,0.45247465958524546,157
positive,1,1970s,BC33_1,BC33,467500.06162332307,6317499.67391025,49.637434989104285,perc_forest,Forest (% coverage),0.00597550370060274,0.01416412065294082,0.4218760802042503,157
positive,1,1970s,BC34_1,BC34,467500.01645873167,6322499.668462578,43.722820901829984,perc_forest,Forest (% coverage),0.006167670707557977,0.013393216850248314,0.46050704446285634,157
positive,1,1970s,BC40_1,BC40,472500.05137193855,6302499.68679326,28.954137115120925,perc_cropland,Cropland (% coverage),0.0033832147432753083,0.010927702896361805,0.3095998102585396,157
positive,1,1970s,BC41_1,BC41,472500.0641984955,6307499.732148187,31.281371466126988,perc_cropland,Cropland (% coverage),0.003441637867023562,0.012699584039774538,0.2710039837717916,157
positive,1,1970s,BC43_1,BC43,472500.07431792136,6317499.709834675,64.31553574480971,perc_forest,Forest (% coverage),0.0070240499523289745,0.014602088602993947,0.4810304979856645,157
positive,1,1970s,BC44_1,BC44,472500.07316175365,6322499.753427244,59.48979763390586,perc_forest,Forest (% coverage),0.005679139401506003,0.0143573984464188,0.3955549066009632,157
positive,1,1970s,BC45_1,BC45,472500.04746136797,6327499.722303724,34.320397021748946,perc_forest,Forest (% coverage),0.0038163372730759294,0.012215472292991289,0.3124183151940494,157
positive,1,1970s,BC50_1,BC50,477500.03517784266,6302499.666388486,52.24438501712655,perc_forest,Forest (% coverage),0.003828585457912756,0.013064737249727596,0.2930472603260799,157
positive,1,1970s,BC51_1,BC51,477500.0219923793,6307499.660629535,43.93122253813426,perc_forest,Forest (% coverage),0.004240946291557595,0.014899666808256039,0.28463363282779236,157
positive,1,1970s,BC52_1,BC52,477500.0270955203,6312499.691159323,50.08793587770353,perc_forest,Forest (% coverage),0.0051711836337033175,0.01370677792843178,0.3772720081046037,157
positive,1,1970s,BC53_1,BC53,477500.050134716,6317499.646637439,49.992415430419385,perc_forest,Forest (% coverage),0.005952817635842239,0.013218973410808223,0.4503237468482265,157
positive,1,1970s,BC54_1,BC54,477500.091967421,6322499.63835183,58.9952734326043,perc_forest,Forest (% coverage),0.006016573107299471,0.013253907653802076,0.45394711238791,157
positive,1,1970s,BC55_1,BC55,477500.0922437846,6327499.666607962,33.569480334174656,perc_forest,Forest (% coverage),0.004272619170753545,0.013036133350197054,0.32775203014388926,157
positive,1,1970s,BC60_1,BC60,482500.0626082632,6302499.738540966,67.26938443685388,perc_forest,Forest (% coverage),0.004413093710059445,0.013062853342782507,0.3378353560478247,157
positive,1,1970s,BC62_1,BC62,482500.04548227973,6312499.681136523,37.750070547133014,perc_forest,Forest (% coverage),0.00436477794141536,0.012792820332939915,0.34118965386988215,157
positive,1,1970s,BC64_1,BC64,482500.09264614136,6322499.657199486,46.154097984463384,perc_forest,Forest (% coverage),0.0045763561116746974,0.012467857699023956,0.36705232142912225,157
positive,1,1970s,BC65_1,BC65,482500.0574243303,6327499.644156614,51.28103726929712,perc_forest,Forest (% coverage),0.005298939283760988,0.013149737448527519,0.402969207902653,157
positive,1,1970s,BC70_1,BC70,487500.0281488765,6302499.681272506,64.7490479030148,tmean_breeding,Temperature,0.004700493187741775,0.014789085693284193,0.31783527969388237,157
positive,1,1970s,BC71_1,BC71,487500.02372481115,6307499.714883644,60.38357626470276,perc_forest,Forest (% coverage),0.004720158350140707,0.013999235254859837,0.3371725858026497,157
positive,1,1970s,BC72_1,BC72,487500.06305016344,6312499.673261789,48.22099717192691,perc_forest,Forest (% coverage),0.00369870697448156,0.014197187517794321,0.26052392206876984,157
positive,1,1970s,BC73_1,BC73,487500.0249803983,6317499.668063927,58.48225663276217,tmean_breeding,Temperature,0.004299401423871958,0.014050847830532346,0.30598875425363325,157
positive,1,1970s,BC74_1,BC74,487500.03132666176,6322499.698896714,42.587236255358214,perc_forest,Forest (% coverage),0.0035534135620670375,0.013111300926148636,0.2710191446357742,157
positive,1,1970s,BC75_1,BC75,487500.08176904864,6327499.654417714,51.756777905554216,perc_forest,Forest (% coverage),0.0047115653571562464,0.01483719617516023,0.3175509241459069,157
positive,1,1970s,BC81_1,BC81,492500.041047909,6307499.729905474,60.25456730865583,tmean_breeding,Temperature,0.004469304962952602,0.014440949193684842,0.30948831015256734,157
positive,1,1970s,BC82_1,BC82,492500.03649829555,6312499.667744995,72.34200623276175,perc_forest,Forest (% coverage),0.004153012435970421,0.014863777663172782,0.2794049083672805,157
positive,1,1970s,BC83_1,BC83,492499.997856006,6317499.641786334,70.33949581098166,tmean_breeding,Temperature,0.006011453850128052,0.015348285811303704,0.39166939709324,157
positive,1,1970s,BC84_1,BC84,492500.0467049848,6322499.651782474,76.8910128692352,perc_forest,Forest (% coverage),0.006053750192197027,0.015641825705546984,0.38702324819092027,157
positive,1,1970s,BC85_1,BC85,492500.0614262203,6327499.586613408,53.17766364480217,perc_forest,Forest (% coverage),0.005581116834166302,0.014784348928334136,0.3775016986693352,157
positive,1,1970s,BC93_1,BC93,497500.0048648076,6317499.628014286,45.9553281467124,tmean_breeding,Temperature,0.005652948215917561,0.01567472694412999,0.3606409372275877,157
positive,1,1970s,BC94_1,BC94,497500.0354478817,6322499.62760691,77.14497176600275,tmean_breeding,Temperature,0.005535962837163212,0.015511305142415756,0.35689858373200906,157
positive,1,1970s,BC95_1,BC95,497500.0144291096,6327499.551978993,57.76193048274094,perc_forest,Forest (% coverage),0.005841609759602613,0.014325034745213076,0.4077902681216654,157
positive,1,1970s,BC96_1,BC96,497500.0027015511,6332499.623702109,57.99029213644681,perc_forest,Forest (% coverage),0.006204429980941187,0.015034810859666563,0.41267096998111397,157
positive,1,1970s,BD00_1,BD00,452500.055170292,6252499.551853021,44.01055121661353,tmean_breeding,Temperature,0.004363747943545523,0.014257399438357271,0.30606899683300953,157
positive,1,1970s,BD01_1,BD01,452500.062128352,6257499.642154956,32.01483221753371,perc_forest,Forest (% coverage),0.0038902577304907033,0.01207653440424831,0.3221336188238059,157
positive,1,1970s,BD02_1,BD02,452500.0451360465,6262499.658862274,33.29510004960828,perc_cropland,Cropland (% coverage),0.003218393747966117,0.01104651998416612,0.2913491083689075,157
positive,1,1970s,BD03_1,BD03,452500.00491227995,6267499.601946497,31.220349603946705,perc_cropland,Cropland (% coverage),0.0033812815173451774,0.01113292864151407,0.3037189607716129,157
positive,1,1970s,BD04_1,BD04,452500.0060987118,6272499.69329495,28.336475431345725,perc_cropland,Cropland (% coverage),0.003333905885461089,0.013202858810317523,0.25251393909141634,157
positive,1,1970s,BD05_1,BD05,452499.98535578116,6277499.71096541,27.288650392112405,tmean_breeding,Temperature,0.009254332000142295,0.018827114028020175,0.49154278166952087,157
positive,1,1970s,BD06_1,BD06,452500.00592764583,6282499.765541134,30.774544490237496,tmean_breeding,Temperature,0.008807248821861598,0.018471142136134426,0.47681127441666404,157
positive,1,1970s,BD07_1,BD07,452500.0058695333,6287499.746381921,56.981733734713096,tmean_breeding,Temperature,0.008298465625014826,0.01646615698540438,0.5039710013921643,157
positive,1,1970s,BD08_1,BD08,452499.9871680592,6292499.764766518,76.58981591818177,tmean_breeding,Temperature,0.006208996125004927,0.01546449821250295,0.40150000599340446,157
positive,1,1970s,BD10_1,BD10,457500.0642796085,6252499.626853711,37.17791874458678,perc_forest,Forest (% coverage),0.0036713283920710295,0.011810847167016997,0.3108437811576794,157
positive,1,1970s,BD11_1,BD11,457500.03424585843,6257499.62756949,59.03360736470905,perc_forest,Forest (% coverage),0.007074790617240704,0.013700656174552598,0.51638334157902,157
positive,1,1970s,BD12_1,BD12,457500.0261392312,6262499.665304576,45.79161920360202,perc_forest,Forest (% coverage),0.006082216411300878,0.012821885584869354,0.47436208746693875,157
positive,1,1970s,BD13_1,BD13,457500.03933642176,6267499.628727978,47.5710651799482,perc_forest,Forest (% coverage),0.0037848974377604045,0.011228478385738545,0.33708017308628907,157
positive,1,1970s,BD17_1,BD17,457500.0192793853,6287499.743606095,34.29745939823751,tmean_breeding,Temperature,0.0035389475765199895,0.014652578712773801,0.2415238741174488,157
positive,1,1970s,BD18_1,BD18,457500.0290933364,6292499.781524262,78.38756532982666,tmean_breeding,Temperature,0.004657067111637598,0.014946803084496705,0.3115761333918993,157
positive,1,1970s,BD19_1,BD19,457500.063487968,6297499.744964002,67.13935349383976,perc_forest,Forest (% coverage),0.004988685241733414,0.014578978321568258,0.34218345975267095,157
positive,1,1970s,BD20_1,BD20,462500.0521724849,6252499.692892568,40.72555951625907,perc_forest,Forest (% coverage),0.005434759945409864,0.012594828296991382,0.43150726768606323,157
positive,1,1970s,BD21_1,BD21,462500.04652625887,6257499.613366459,52.861741200880175,perc_forest,Forest (% coverage),0.0092777530670990465,0.01563116650895079,0.5935419510620898,157
positive,1,1970s,BD22_1,BD22,462500.04672205047,6262499.682150681,41.39131854818906,perc_forest,Forest (% coverage),0.008185114210462517,0.014383038151752198,0.5690810330962915,157
positive,1,1970s,BD26_1,BD26,462500.0396707308,6282499.770858137,64.70604748676764,perc_forest,Forest (% coverage),0.0038908624317760244,0.014336139767587942,0.2714023785240106,157
positive,1,1970s,BD27_1,BD27,462500.0084153306,6287499.80222181,54.827876675882955,perc_forest,Forest (% coverage),0.005513676258749611,0.012532773355125882,0.4399406342487257,157
positive,1,1970s,BD28_1,BD28,462500.04522956035,6292499.758577253,58.04962780770294,perc_forest,Forest (% coverage),0.004998319024860012,0.012085050819425451,0.41359520117414306,157
positive,1,1970s,BD29_1,BD29,462500.0292985126,6297499.752303558,43.23723051249929,perc_forest,Forest (% coverage),0.004547963321071501,0.012333166951981602,0.36875875748530007,157
positive,1,1970s,BD31_1,BD31,467500.0543298067,6257499.600372754,44.691541501516376,perc_forest,Forest (% coverage),0.008124778306134976,0.014577519306543803,0.5573498573579517,157
positive,1,1970s,BD32_1,BD32,467500.06232946395,6262499.710226541,35.51008608310488,perc_forest,Forest (% coverage),0.00597711789979996,0.012330733839282926,0.4847333482098377,157
positive,1,1970s,BD35_1,BD35,467500.0749060298,6277499.704398919,42.02722825763121,tmean_breeding,Temperature,0.004825758460500612,0.015536989108435876,0.3105980461735952,157
positive,1,1970s,BD36_1,BD36,467500.0370856172,6282499.739297631,59.792193666621934,perc_forest,Forest (% coverage),0.004104579151883804,0.014626579357488087,0.2806246800132706,157
positive,1,1970s,BD37_1,BD37,467500.0506595336,6287499.810571126,66.21271216958081,perc_forest,Forest (% coverage),0.004726050958245682,0.014485351184440014,0.32626416150147247,157
positive,1,1970s,BD38_1,BD38,467500.0539126969,6292499.807359152,35.806320571769284,tmean_breeding,Temperature,0.0033819259044883705,0.014569628551949307,0.23212162838810974,157
positive,1,1970s,BD39_1,BD39,467500.0473273079,6297499.729633846,62.35458655987677,perc_forest,Forest (% coverage),0.0035659488236602717,0.012863321831692264,0.27721834766464404,157
positive,1,1970s,BD40_1,BD40,472500.0931846446,6252499.686959085,34.22505290946093,perc_forest,Forest (% coverage),0.005689860195886894,0.012496932623877731,0.45530054191180885,157
positive,1,1970s,BD41_1,BD41,472500.0753691514,6257499.700065501,35.632828947141014,perc_forest,Forest (% coverage),0.004861267133856287,0.011660343879360754,0.4169059835757427,157
positive,1,1970s,BD42_1,BD42,472500.0892348051,6262499.638397401,46.30602888787784,perc_forest,Forest (% coverage),0.004714444242104163,0.011887592106361962,0.3965852966624841,157
positive,1,1970s,BD43_1,BD43,472500.0750117887,6267499.724942416,42.0589271889529,perc_forest,Forest (% coverage),0.0037480303960931694,0.013832412047769556,0.27096000199744846,157
positive,1,1970s,BD44_1,BD44,472500.09313145553,6272499.736661749,37.82619086345997,tmean_breeding,Temperature,0.004342369861254526,0.014233502159130933,0.30508091492218253,157
positive,1,1970s,BD45_1,BD45,472500.082515051,6277499.673930096,49.39722512433694,tmean_breeding,Temperature,0.003652026806329861,0.013660834363459365,0.267335560124971,157
positive,1,1970s,BD46_1,BD46,472500.04509961524,6282499.759338391,51.316581356752216,tmean_breeding,Temperature,0.004821026829980469,0.015406793202955422,0.31291565781876474,157
positive,1,1970s,BD47_1,BD47,472500.0410912281,6287499.769842108,64.21813688275931,tmean_breeding,Temperature,0.005757234176633812,0.015606257023361336,0.36890550809304795,157
positive,1,1970s,BD48_1,BD48,472500.0707461879,6292499.705413405,67.59824724393661,tmean_breeding,Temperature,0.005476449147176673,0.015193833350093009,0.3604389373629104,157
positive,1,1970s,BD49_1,BD49,472500.07474827545,6297499.789050161,57.099598087305694,perc_forest,Forest (% coverage),0.004572573794179997,0.013694342536901796,0.3339023966910714,157
positive,1,1970s,BD50_1,BD50,477500.11881933274,6252499.615843311,43.51739222150194,perc_forest,Forest (% coverage),0.005577038776421857,0.012030856063201372,0.4635612584112177,157
positive,1,1970s,BD51_1,BD51,477500.0634254692,6257499.690373675,58.5600117625272,perc_forest,Forest (% coverage),0.004845029068534559,0.013340883007569498,0.3631715431269079,157
positive,1,1970s,BD55_1,BD55,477500.05691394093,6277499.685499792,55.9749276147549,tmean_breeding,Temperature,0.004333664114001078,0.014707276441819867,0.2946612264442371,157
positive,1,1970s,BD56_1,BD56,477500.0801616678,6282499.719876353,63.446707279398076,tmean_breeding,Temperature,0.005495867241971779,0.01568770845012297,0.3503295117604445,157
positive,1,1970s,BD57_1,BD57,477500.05835724296,6287499.679689139,68.06353481341021,tmean_breeding,Temperature,0.005399829436036873,0.014991107159311042,0.36020217710758046,157
positive,1,1970s,BD58_1,BD58,477500.0542861005,6292499.787203539,52.3781663571514,perc_forest,Forest (% coverage),0.004212537752168664,0.013509206220777139,0.31182718535229603,157
positive,1,1970s,BD59_1,BD59,477500.06639862224,6297499.708461465,72.2556112405733,perc_forest,Forest (% coverage),0.00454910718072691,0.014390203125899226,0.31612529308495374,157
positive,1,1970s,BD60_1,BD60,482500.06846866757,6252499.64834874,38.59378134754168,perc_forest,Forest (% coverage),0.004365597586799379,0.010989255828883177,0.3972605292639773,157
positive,1,1970s,BD61_1,BD61,482500.09796961857,6257499.682375004,58.80842059216878,perc_forest,Forest (% coverage),0.005131572528272727,0.01284396368613071,0.39953184652911705,157
positive,1,1970s,BD64_1,BD64,482500.05279373936,6272499.67016245,40.92461158967707,tmean_breeding,Temperature,0.0037044871186937027,0.01518740688935465,0.24391834272184404,157
positive,1,1970s,BD66_1,BD66,482500.0376611929,6282499.732977217,54.201709743633856,perc_forest,Forest (% coverage),0.003684253919422633,0.014006769109227603,0.26303381534257325,157
positive,1,1970s,BD67_1,BD67,482500.0596615541,6287499.763232267,45.76798619881347,perc_forest,Forest (% coverage),0.0047341172063256965,0.011660834442493311,0.40598442844485244,157
positive,1,1970s,BD68_1,BD68,482500.01980244165,6292499.718820099,52.85768142103939,perc_forest,Forest (% coverage),0.0057729420458046705,0.012234645674000184,0.47185200124534343,157
positive,1,1970s,BD69_1,BD69,482500.0410989809,6297499.710512316,53.6797588181272,perc_forest,Forest (% coverage),0.003645086590096863,0.012210883441398979,0.2985112917988227,157
positive,1,1970s,BD70_1,BD70,487500.0817826781,6252499.672654292,56.93480007219546,perc_forest,Forest (% coverage),0.00554958594614493,0.011983006600903581,0.46312132931033034,157
positive,1,1970s,BD71_1,BD71,487500.07274000347,6257499.676720983,45.2118302340256,perc_forest,Forest (% coverage),0.005509209487595523,0.012059924708024956,0.4568195590748229,157
positive,1,1970s,BD72_1,BD72,487500.10657854204,6262499.717117674,49.09875040639655,perc_forest,Forest (% coverage),0.004022322301334407,0.012343350045887614,0.32586958049322345,157
positive,1,1970s,BD73_1,BD73,487500.0600253826,6267499.6828794535,56.61975566251541,tmean_breeding,Temperature,0.004892979642849063,0.014141459533623967,0.3460024498330662,157
positive,1,1970s,BD74_1,BD74,487500.05668077216,6272499.684921809,47.21220721975079,perc_forest,Forest (% coverage),0.0037646944440673053,0.012046129317146083,0.3125231636612731,157
positive,1,1970s,BD75_1,BD75,487500.09656343656,6277499.723220508,39.99624980911724,perc_cropland,Cropland (% coverage),0.0028722490058362905,0.012933489922613953,0.22207841990228944,157
positive,1,1970s,BD76_1,BD76,487500.05683605693,6282499.686808519,71.60630224970866,perc_forest,Forest (% coverage),0.004681107027435605,0.015563326003418441,0.30077806160504594,157
positive,1,1970s,BD77_1,BD77,487500.0606638972,6287499.686602905,76.28914100707729,perc_forest,Forest (% coverage),0.006552399948722074,0.01486985567742305,0.440649868490022,157
positive,1,1970s,BD78_1,BD78,487500.04695056047,6292499.722763024,71.8889162862351,perc_forest,Forest (% coverage),0.005342426677840118,0.012899337403827914,0.41416287601367324,157
positive,1,1970s,BD79_1,BD79,487500.0155984107,6297499.6839520885,46.278221264136484,perc_forest,Forest (% coverage),0.003243781272694868,0.012453447472792645,0.2604725542691401,157
positive,1,1970s,BD80_1,BD80,492500.052342845,6252499.689303762,45.775568526848396,perc_forest,Forest (% coverage),0.0068081591729662015,0.013235668786087222,0.5143796874187916,157
positive,1,1970s,BD81_1,BD81,492500.0663517555,6257499.67318747,58.322783814406776,perc_forest,Forest (% coverage),0.006350660017275937,0.012844740484484621,0.4944171526818316,157
positive,1,1970s,BD82_1,BD82,492500.0446139241,6262499.693544938,59.912085598835986,perc_forest,Forest (% coverage),0.00677458043971432,0.014647339490598522,0.4625126934528023,157
positive,1,1970s,BD83_1,BD83,492500.04863837245,6267499.638934148,39.49173255581085,perc_forest,Forest (% coverage),0.004289406451084133,0.01289347290733089,0.33268045637613186,157
positive,1,1970s,BD84_1,BD84,492500.0788364224,6272499.731946048,39.418638507931384,perc_forest,Forest (% coverage),0.0036096033537366765,0.0115456815115314,0.31263666420484043,157
positive,1,1970s,BD85_1,BD85,492500.0734845984,6277499.750050906,43.53554325006451,perc_forest,Forest (% coverage),0.003846002070603727,0.011240333001619827,0.342160865701175,157
positive,1,1970s,BD86_1,BD86,492500.0328117953,6282499.693222406,55.474969012112666,tmean_breeding,Temperature,0.004235159048626427,0.014841830259761764,0.2853528826635704,157
positive,1,1970s,BD87_1,BD87,492500.0796249006,6287499.672523582,53.66448318977809,perc_forest,Forest (% coverage),0.004554822519210589,0.013373218082296849,0.3405928544035452,157
positive,1,1970s,BD88_1,BD88,492500.0303709486,6292499.688262614,60.75244819109554,perc_forest,Forest (% coverage),0.004623739193855053,0.014333605029242233,0.32258034070438546,157
positive,1,1970s,BD89_1,BD89,492500.00758350815,6297499.740193662,48.783213622133246,tmean_breeding,Temperature,0.003564326688764744,0.014073970726883973,0.25325665073014536,157
positive,1,1970s,BD90_1,BD90,497500.0588251114,6252499.698183741,38.873127124278206,perc_forest,Forest (% coverage),0.005294100452786891,0.011837981763429957,0.4472130941391963,157
positive,1,1970s,BD91_1,BD91,497500.03416951664,6257499.671954378,59.477696643905624,perc_forest,Forest (% coverage),0.004518632442006208,0.012409323304329653,0.3641320587102153,157
positive,1,1970s,BD92_1,BD92,497500.0799421015,6262499.6820673505,36.17746331301444,perc_forest,Forest (% coverage),0.003843229831929154,0.01250538113494806,0.3073260855032002,157
positive,1,1970s,BD93_1,BD93,497500.07296910265,6267499.728574473,46.715357889463306,perc_forest,Forest (% coverage),0.0037035253290330227,0.012170759639371436,0.30429697395817545,157
positive,1,1970s,BD94_1,BD94,497500.0748110663,6272499.700105536,38.9297305951684,perc_forest,Forest (% coverage),0.004143516559063013,0.012051966553096115,0.343804186711633,157
positive,1,1970s,BD95_1,BD95,497500.02420617704,6277499.707981611,32.06626544110216,perc_forest,Forest (% coverage),0.004490700008817724,0.011720991642914328,0.38313311242163367,157
positive,1,1970s,BD96_1,BD96,497500.0438990338,6282499.752103166,47.290436505677455,perc_forest,Forest (% coverage),0.00444863663945667,0.011634062679735359,0.38238032249950565,157
positive,1,1970s,BD97_1,BD97,497500.0724178304,6287499.721172826,58.6568797267606,perc_forest,Forest (% coverage),0.005245783755410941,0.012190186254352206,0.4303284335412072,157
positive,1,1970s,BD98_1,BD98,497500.04871990596,6292499.726513864,50.79355917887679,perc_forest,Forest (% coverage),0.004198062712818597,0.014712535662628519,0.28533916988097063,157
positive,1,1970s,BD99_1,BD99,497500.0340011228,6297499.6567514995,42.88555671560497,perc_forest,Forest (% coverage),0.004202206423565241,0.01402160012684326,0.2996952120693019,157
positive,1,1970s,BE03_1,BE03,452500.11633685895,6217499.746191076,47.97387605617834,perc_forest,Forest (% coverage),0.0044476517265334475,0.01247370720984141,0.35656213920304086,157
positive,1,1970s,BE04_1,BE04,452500.11632998136,6222499.685172294,36.49614306740982,tmean_breeding,Temperature,0.004767936985215325,0.013790960902074429,0.34572913512488707,157
positive,1,1970s,BE05_1,BE05,452500.15106356906,6227499.661355034,49.49298976036261,perc_forest,Forest (% coverage),0.003590391299842362,0.013131903718761094,0.27340980993585073,157
positive,1,1970s,BE06_1,BE06,452500.1590520394,6232499.675403499,27.692384626092473,tmean_breeding,Temperature,0.004218220278727902,0.011589885384982512,0.3639570313778618,157
positive,1,1970s,BE07_1,BE07,452500.1397759422,6237499.615993101,60.46186420956365,tmean_breeding,Temperature,0.006007222507886738,0.014797459903162207,0.4059630873946818,157
positive,1,1970s,BE08_1,BE08,452500.095196037,6242499.594395928,61.542975632433446,tmean_breeding,Temperature,0.006699139591751456,0.015714299328647405,0.42630851377120094,157
positive,1,1970s,BE09_1,BE09,452500.0878081365,6247499.609894695,51.53308117658583,tmean_breeding,Temperature,0.005292071726666121,0.015305105257843774,0.3457716649125276,157
positive,1,1970s,BE11_1,BE11,457500.10127285187,6207499.743524788,60.57072734892505,tmean_breeding,Temperature,0.0051831649638069445,0.015262592509463858,0.33959924964209226,157
positive,1,1970s,BE12_1,BE12,457500.1500305779,6212499.741318243,42.5888455947075,perc_forest,Forest (% coverage),0.004318461502360755,0.013046953505355188,0.33099386002933334,157
positive,1,1970s,BE13_1,BE13,457500.15345753945,6217499.776981724,41.38251645679843,perc_forest,Forest (% coverage),0.005153646460640374,0.01225854902545074,0.42041243624678315,157
positive,1,1970s,BE14_1,BE14,457500.1111617552,6222499.739193365,45.69647414950218,perc_forest,Forest (% coverage),0.004886742492017378,0.011785199927106672,0.4146507927097252,157
positive,1,1970s,BE15_1,BE15,457500.1490842873,6227499.737989361,44.96501301858885,perc_forest,Forest (% coverage),0.00397482421971512,0.013430446206122647,0.29595622950360984,157
positive,1,1970s,BE16_1,BE16,457500.14241573645,6232499.663280108,42.93343763800415,perc_forest,Forest (% coverage),0.0052062543167831436,0.013237797414705857,0.39328705174166817,157
positive,1,1970s,BE17_1,BE17,457500.0929771521,6237499.626338543,66.96461301399776,perc_forest,Forest (% coverage),0.005008276777634304,0.012436347115191308,0.40271284897770093,157
