response,guild,comparison,atlas_start,atlas_end,period_start,period_end,base_site,survey,site,X,Y,guild_probability_start,guild_probability_end,delta_guild_probability,expected_guild_richness_start,expected_guild_richness_end,expected_total_richness_start,expected_total_richness_end,expected_total_richness_min,delta_tmean_breeding,delta_prec_breeding,delta_hh,delta_perc_urban,delta_perc_cropland,delta_perc_pasture,delta_perc_forest,delta_perc_grass_shrub
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB22,DB22_2,DB22,562499.6515363256,6362499.764446196,0.047993647605801916,0.039855793023872876,-0.00813785458192904,1.5679445711099034,2.5284515341697107,32.66983547465052,63.440000620617816,32.66983547465052,-0.25969642688549044,78.630162307511,0.09014192858861803,0,-0.08261070270507209,0.07652203588350699,0,0.0060886668215643005
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB23,DB23_2,DB23,562499.6400820935,6367499.792328508,0.06529924327650524,0.055204567127653016,-0.010094676148852226,2.2718614182030326,2.4272222157625567,34.79154281440887,43.96777915403153,34.79154281440887,-0.2637162083890203,77.79876387141199,0.029872682944695028,0.036532000927822994,-0.03653200092782405,0,0,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB24,DB24_2,DB24,562499.6441820732,6372499.746949654,0.05009321839693589,0.04166227227302737,-0.008430946123908517,2.5739381280872284,2.6321944965866355,51.382965807696465,63.1793311545023,51.382965807696465,-0.26480639485732915,78.50003587182698,0.26503028907581994,0,-0.23136933920789304,0,0.024354667285041303,0.207014671922851
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB25,DB25_2,DB25,562499.6611575983,6377499.739594084,0.04939982118552959,0.04339058468913321,-0.0060092364963963765,2.450043422069492,2.077527154524113,49.59620021432729,47.87967641847452,47.87967641847452,-0.26569417246438043,76.928988417821,0,0,0,0,0,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB26,DB26_2,DB26,562499.6900292314,6382499.770230629,0.04222707733879092,0.03745941438149491,-0.004767662957296012,2.0010953577104758,1.9771466629926326,47.38891450278554,52.78103503853361,47.38891450278554,-0.26895750983113054,71.96278066039699,0.040914510980122,0,-0.03653200092772302,-0.013832136097810893,-0.03487719847248599,0.0365320009277224
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB31,DB31_2,DB31,567499.6497347835,6357499.773935058,0.04126630052785523,0.04382516158589367,0.0025588610580384377,1.3693766584598475,2.044332331963721,33.18389681031626,46.647456803028554,33.18389681031626,-0.25707238207182037,82.79417455842601,0.10379034398542297,0,-0.08727115574112398,0.0193942038929662,0.05479800222290601,0.013078949625251399
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB32,DB32_2,DB32,567499.649767541,6362499.788996397,0.046063771852508206,0.04618727514836541,1.2350329585720382e-4,1.9907267729876768,2.400404437676345,43.21675566129915,51.97112039984234,43.21675566129915,-0.2537898110484793,80.954420788922,0.28030506451374904,0,-0.206598027432777,0.023020862603833,0,0.183577164828944
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD21,BD21_2,BD21,462500.04652625887,6257499.613366459,0.03397513937515056,0.030635089452917603,-0.0033400499222329544,1.7959850249130427,1.9640338240515332,52.861741200880175,64.11059537038446,52.861741200880175,-0.23086504467372926,67.87213634808398,-0.01970749546587197,0,-0.046581897924000096,-0.03406688269792339,0.016864600603389013,0.06378418001853445
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB33,DB33_2,DB33,567499.6483663965,6367499.730884405,0.05085203103525044,0.04746636109294399,-0.003385669942306449,2.579139750307318,2.081799527100852,50.718519945043454,43.85841844974119,43.85841844974119,-0.2633544924979798,79.79602784852099,0.058547040284774976,0,-0.04039237761002601,0,0,0.040392377610026106
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB34,DB34_2,DB34,567499.6427126657,6372499.710880268,0.04334893626131377,0.039153248798043785,-0.0041956874632699814,2.6930339264676317,2.9193916782095584,62.12456772257633,74.56320402089902,62.12456772257633,-0.2622749442007395,81.919154866559,0.07700117783775307,0,-0.07690715048589292,0,0,0.0769071504858935
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB35,DB35_2,DB35,567499.6318198992,6377499.728951592,0.04987271356716494,0.039192704884280054,-0.010680008682884885,2.3935476982381094,2.4549626393134583,47.993131454831584,62.6382549140702,47.993131454831584,-0.26372927050138095,73.68443907573,0.18952580699255012,0,-0.106563030327118,0.0487093353120758,0,0.05785369501504313
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB36,DB36_2,DB36,567499.676348217,6382499.674741831,0.042482700138530956,0.03718589717046332,-0.005296802968067636,1.6262605349556538,2.3800284993044443,38.280536068861316,64.00352500288459,38.280536068861316,-0.26264149515825963,73.424257747986,0.010127834602661978,0,0,-0.071409200483606,0.071409200483606,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB40,DB40_2,DB40,572499.6344654928,6352499.8530826,0.042507038763506914,0.03700678843756469,-0.005500250325942223,2.6560082343436324,2.6459825468374105,62.48396292954345,71.49992362351384,62.48396292954345,-0.2590784880686092,79.269590837002,0.03648671995873998,0,-0.06072438871831898,0.0182660012776873,0,0.04245838744063199
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB41,DB41_2,DB41,572499.6216895938,6357499.864695008,0.047997741799889415,0.047973317671806535,-2.4424128082879693e-5,1.730176720423511,2.339744705969663,36.04704420547338,48.77179272812122,36.04704420547338,-0.2618443893125004,76.539944979179,0.220272329646089,0,-0.20882219591498397,0.22575672756589454,0,-0.0169345316509106
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB42,DB42_2,DB42,572499.5906535387,6362499.80320541,0.03616895635920593,0.039072856540788736,0.0029039001815828053,1.7561107549158972,2.5061524616532918,48.552983875879015,64.14049761212318,48.552983875879015,-0.2621745681714307,81.19945652079099,0.07242905886691098,0,-0.06174067130796701,0.0711542974739927,0,-0.009413626166025202
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB43,DB43_2,DB43,572499.5984189146,6367499.780956781,0.04927894818701828,0.04462768839734084,-0.004651259789677439,2.4386117449616784,2.1785005463912954,49.48587246032354,48.81499859448473,48.81499859448473,-0.2672153453678501,77.24913363671999,0.05126750579059097,0,-0.031253822783092966,0.0365320025532261,0,-0.005278179770132604
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB44,DB44_2,DB44,572499.5838254265,6372499.796851205,0.045980549395807396,0.04324511974075528,-0.0027354296550521143,2.6484975330156235,2.3917182013071487,57.60038903008669,55.30608345276782,55.30608345276782,-0.26684485394102,75.934732030056,0.056331002674716024,0,-0.03713963263470399,0.0182660012764964,0,0.018873631358207098
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB45,DB45_2,DB45,572499.6077339851,6377499.740606079,0.053742966931192196,0.044097804220757736,-0.00964516271043446,2.4458681211168267,2.365246139661359,45.510478129134604,53.63636991585148,45.510478129134604,-0.2684188473224598,75.241552431445,0,0,0,0,0,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD22,BD22_2,BD22,462500.04672205047,6262499.682150681,0.04011790384634211,0.0367976774101671,-0.0033202264361750083,1.6605329375895654,2.0716797740118547,41.39131854818906,56.29919929238401,41.39131854818906,-0.2366323046192491,65.34491788849701,0.006954948361017066,0,0.002337834337086009,0.0070135030112578,-0.00935133734834398,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB46,DB46_2,DB46,572499.6071544627,6382499.722435604,0.05398014768737476,0.034458808375153825,-0.019521339312220935,1.2410192820893355,2.3741106564507195,22.990290602328113,68.89706198205472,22.990290602328113,-0.2654495773949801,76.90427996007999,-0.0126093932554171,0,0,0.01338984740433602,0.024354668368720994,-0.0377445157730566
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB52,DB52_2,DB52,577499.5523310879,6362499.807698655,0.05336529655894737,0.04362233236468997,-0.009742964194257395,2.01009583971934,2.5910024990243197,37.66672293292675,59.39623946200553,37.66672293292675,-0.2644042455460802,79.155999022113,0.09598975421057798,0,-0.05796854288433806,0.0474591826495494,0,0.010509360234788698
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB53,DB53_2,DB53,577499.5700187528,6367499.831857608,0.04754871811395338,0.037788425126347405,-0.009760292987605973,2.0130632814812723,2.099863288447713,42.336857045374906,55.568954816897495,42.336857045374906,-0.2716216593397496,82.804906531116,0.07473943144769402,0,-0.10558520077990707,0.122415854967963,0.04181049352876798,-0.0586411477168233
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB54,DB54_2,DB54,577499.5493575014,6372499.782863706,0.04136339730509588,0.035757825666703574,-0.005605571638392308,2.19489711399029,2.5520644455722707,53.063753390485736,71.37079500750134,53.063753390485736,-0.2719475981450792,80.62090990116,-0.07647831568278396,0,-0.004415886570706989,-0.05341508775596661,0.10735048134217001,-0.049519507015495796
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB55,DB55_2,DB55,577499.5492296974,6377499.66181914,0.038298980756964626,0.03368694024561084,-0.0046120405113537835,2.1974948623204913,2.5625125037075596,57.377371900971006,76.06842547955765,57.377371900971006,-0.2671225175157588,76.632949658576,0.04602242518175503,0,0.042104165382083,-0.011876228143483047,-0.181259740853271,0.15103180361467078
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB56,DB56_2,DB56,577499.5641771164,6382499.691316109,0.039583835255121956,0.03805128912232463,-0.0015325461327973244,2.0662468437261143,1.8191325583132383,52.19925836920393,47.807383147131176,47.807383147131176,-0.2631100245668101,76.48727904663498,-0.06531207583083998,0,-0.035475966951453,0.04289805390407997,0.006912793613810003,-0.014334880566438002
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB57,DB57_2,DB57,577499.537492288,6387499.64755162,0.03683976905499702,0.031736331632707046,-0.005103437422289976,1.6855283503204732,1.6202646987990645,45.7529564803785,51.05393772509111,45.7529564803785,-0.2625206820791206,76.66925344424502,-0.05544517578947594,0,0,-0.1330687173691243,0.11261895201665795,0.0204497653524667
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB60,DB60_2,DB60,582499.5631405126,6352499.870773819,0.050946610981160684,0.044404799031601924,-0.0065418119495587596,2.4022941925444683,2.390989847978135,47.153169686454746,53.84530276280543,47.153169686454746,-0.2621113663009105,79.189543697421,0,0,0,0,0,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB62,DB62_2,DB62,582499.4927491389,6362499.801014301,0.04938332842513183,0.044482427447576675,-0.004900900977555155,2.225381928940874,2.1047485878139485,45.063425247139634,47.31640579405051,45.063425247139634,-0.27050385664409937,80.253560188221,0.20398964200714836,0,-0.12728446475007094,0,0,0.1272844647500714
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB63,DB63_2,DB63,582499.5234498292,6367499.770816479,0.05019384502425164,0.03980331268666817,-0.010390532337583476,2.239438414017311,2.8022716897013047,44.61579727425354,70.40297655023838,44.61579727425354,-0.2776656950392109,75.89702633969299,0.08348426354039501,0,-0.06349701689938902,0.0176583714694119,0,0.04583864542997651
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB64,DB64_2,DB64,582499.4955886239,6372499.778775646,0.04400507834244993,0.03482384060881141,-0.00918123773363852,2.295842953105455,2.723230914742234,52.172227378828396,78.20018892612264,52.172227378828396,-0.27469984730674923,73.476061249522,-0.01336551206635006,0,0.0029201843426889806,0.03744130282407898,-0.01118765398680599,-0.029173833179962
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB65,DB65_2,DB65,582499.4702860015,6377499.714756137,0.041715172633024274,0.03338873046943679,-0.00832644216358748,1.8913838324173233,2.0677116632813655,45.34042922598356,61.92843016819992,45.34042922598356,-0.2665972091615796,75.13927920783901,0.11932060827996893,0,0.0329046251456649,0.013851550479899999,-0.15307909171408102,0.10632291608851599
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB66,DB66_2,DB66,582499.5038627629,6382499.691246823,0.03986722968586722,0.03530787699524345,-0.004559352690623769,1.7274709890552868,1.8531483328293086,43.33060016125647,52.485408088369574,43.33060016125647,-0.26306716502978844,76.55798522387799,0.07254842951909202,0.028985271219322397,-0.006335900575779804,-0.011792959263654978,-0.08756280329979499,0.07670639191990691
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB67,DB67_2,DB67,582499.4776775325,6387499.594470724,0.03280546708253026,0.032268344395315396,-5.371226872148624e-4,1.67435594072376,1.9968611924171815,51.0389300817301,61.88297632980138,51.0389300817301,-0.26758032335451,77.35336229705801,0.22061347509796597,0.0197240662686582,0,-0.27742570667259403,0.07244068093049705,0.18526095947343904
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB68,DB68_2,DB68,582499.4481154357,6392499.536917151,0.034914147222917025,0.030883405943272813,-0.0040307412796442114,0.9584263972514251,1.9865157839695295,27.450946779027472,64.32307976712144,27.450946779027472,-0.2650746357539404,75.76588804689301,0.024982968876871015,0,0,-0.045291248217512015,0,0.0452912482175124
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB70,DB70_2,DB70,587499.5384229121,6352499.942973814,0.04679530729405156,0.04943164873907435,0.00263634144502279,1.911530627701232,2.372578157176731,40.848767499048314,47.99714793452304,40.848767499048314,-0.2681022433134803,75.429788878232,0.028475086504275993,0,-0.018103717920642026,0,-0.021409297379745507,0.0395130153003874
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB72,DB72_2,DB72,587499.4900431393,6362499.784009084,0.04257971771237292,0.041000529368291454,-0.001579188344081467,2.3805714050117768,2.7298724500311646,55.908576498618366,66.581395218335,55.908576498618366,-0.273371241544611,79.400092427705,-0.037892896757950045,0,0.06938313524776002,-0.013151850707102501,-0.05623128454065801,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB73,DB73_2,DB73,587499.4724052523,6367499.8200299665,0.051321199587416676,0.043042589924256934,-0.008278609663159742,2.4196325464987987,3.054728157142042,47.146843135990586,70.9698966190817,47.146843135990586,-0.2729453864001501,75.85449425395299,-0.06503557727397191,0.024354666822301002,0.07306400046690098,0.008840325098185102,-0.049683850921591,-0.056575141465796196
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB74,DB74_2,DB74,587499.4405852477,6372499.784163884,0.04132375601278019,0.04130171509710908,-2.204091567110933e-5,1.9976127821191088,2.351170779285377,48.34054245943441,56.92671051933985,48.34054245943441,-0.27241400444498964,73.57010223105999,0.029899232216150096,0.0974186672888911,0.055831006547922,-0.167683207219523,0.18011975579682232,-0.16568622241411138
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB75,DB75_2,DB75,587499.4508390957,6377499.788968703,0.04184647451864918,0.041181869838336986,-6.646046803121947e-4,1.9023208988403195,1.710716525312603,45.459526058581986,41.54052577088339,41.54052577088339,-0.2612905685584703,74.53257875345601,0.01994666675510892,0,0.026420679219642,-0.05667382509718599,-0.0441030759558024,0.0743562218333471
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB77,DB77_2,DB77,587499.4197526195,6387499.582648063,0.038154652240126055,0.03368090104869786,-0.004473751191428198,1.6052228665690504,1.8417784859727981,42.07148466369424,54.6831714302965,42.07148466369424,-0.265413784139529,74.35042676746801,-0.001106061608880049,0,0,0.006248201904032996,-0.00676470500305161,5.16503099018001e-4
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB78,DB78_2,DB78,587499.3735523641,6392499.482754864,0.03401113171715378,0.03206263394207644,-0.001948497775077343,1.7105415063114633,2.1771508743475323,50.29357801254047,67.90305744315079,50.29357801254047,-0.26007315138240017,74.077347444624,-0.044347572776736954,0,0,0.02818289504736099,0.007281208112462009,-0.03546410315982401
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB79,DB79_2,DB79,587499.3020525747,6397499.533405255,0.038178025466877784,0.03219159220323318,-0.0059864332636446055,1.372505412505582,1.9850214128300139,35.950141363291046,61.66272858757969,35.950141363291046,-0.2525646580401091,73.294552323075,-3.2744015323704634e-4,0,0,0.006123557580867023,-0.012177333411142993,0.00605377583027474
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB80,DB80_2,DB80,592499.4685152426,6352499.8696485795,0.04790218588015237,0.041273084676310356,-0.006629101203842011,1.4846086184953915,1.7843019266696931,30.992502559481725,43.2316106407679,30.992502559481725,-0.2680729762565903,71.54610631847801,5.383592468799492e-5,0,0,0,-0.05966556476705501,0.05966556476705501
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD26,BD26_2,BD26,462500.0396707308,6282499.770858137,0.04093195814627876,0.04197432001383411,0.0010423618675553525,2.648545227539499,1.5018310546339397,64.70604748676764,35.77975900834031,35.77975900834031,-0.23189176637013986,61.176625404579994,0,0,0,0,0,0
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB81,DB81_2,DB81,592499.4687914647,6357499.903263027,0.047837391526897866,0.04394705466039701,-0.0038903368665008584,1.8577236268875437,2.1354366908477793,38.83413304094953,48.59112191589333,38.83413304094953,-0.2709513616695709,71.277474688559,-0.005260715407273964,0.04870933570132499,0,0,-0.08524133747731891,0.0365320017759936
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB82,DB82_2,DB82,592499.4395459738,6362499.8651057985,0.042641948718473814,0.04145262629960201,-0.001189322418871805,2.340420016517467,1.9446911143146504,54.88539072098092,46.91358034251551,46.91358034251551,-0.2704108474582405,71.71227859336601,-0.00163671695888995,0,0,0.009216203239623105,0.004396476646326697,-0.013612679885950099
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB83,DB83_2,DB83,592499.43704912,6367499.867802329,0.05110516479526637,0.044831526424990664,-0.006273638370275704,3.1617239743656116,3.2420980835286373,61.86701455776281,72.31736998634466,61.86701455776281,-0.2686163163397097,70.42172542929399,0,0,0,0.00727265644304673,0.019958191197301668,-0.0272308476403484
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB89,DB89_2,DB89,592499.276854376,6397499.389086184,0.03877116578700603,0.03339229260187697,-0.005378873185129064,2.214000551118788,2.0789105861318524,57.10430692957908,62.25719841754733,57.10430692957908,-0.2586315925038214,71.370594224399,-0.01707089428723696,0.012177333925338603,0,0.016389245731360996,0.09741867140270899,-0.1259852510594088
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC00,DC00_2,DC00,552499.7981343176,6302499.822003722,0.04014363645418714,0.03550857285119463,-0.004635063602992512,2.9029398802424455,3.117593417165547,72.31382447266202,87.79833056739312,72.31382447266202,-0.25749588972158044,73.77850741348699,0.05838065735194098,0,-0.12167673370252902,0.0608383668512545,0,0.060838366851274396
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC01,DC01_2,DC01,552499.82723216,6307499.828336293,0.04801677325327752,0.03899307553434085,-0.009023697718936671,2.533787904571004,2.830652202235587,52.76880833299337,72.59371474154834,52.76880833299337,-0.25750601858541877,73.933812957969,0.277698261007859,0,-0.419012840097909,0.275819695646706,0.03431906909123891,0.108874075359965
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC02,DC02_2,DC02,552499.7944827778,6312499.871378481,0.05093186981449381,0.05103579576309969,1.0392594860587911e-4,2.668143524225515,2.500677977088147,52.38652211166681,48.998510549260544,48.998510549260544,-0.2538010380527087,75.203747561712,0.009241838474191022,0.060422539583094015,-0.08908448187287099,0.0712826095199138,0.006088666747162408,-0.0487093339772989
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD27,BD27_2,BD27,462500.0084153306,6287499.80222181,0.051896488952455175,0.04667774414459244,-0.005218744807862732,2.8453742961965345,2.000340354996469,54.827876675882955,42.85426366792848,42.85426366792848,-0.2318305477892304,62.78669719159703,0.12340481529580799,0,-0.07208636345444797,0.02337702851485,0,0.0487093349395974
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC03,DC03_2,DC03,552499.7615257066,6317499.840557125,0.05681825853459017,0.05886931815889349,0.0020510596243033252,2.4497961343933783,2.4864338307085054,43.116353749243764,42.23649786459902,42.23649786459902,-0.2522375945978794,75.79017627040099,-0.06503001929593699,0.125375554369906,-0.15128798957807502,0.05912503860544589,0,-0.0332126033972779
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC04,DC04_2,DC04,552499.7262227507,6322499.847153073,0.051390161580729475,0.042634528418943364,-0.008755633161786111,3.3487354991560663,3.0754423856819866,65.16296886701736,72.13501590686076,65.16296886701736,-0.25205446020313893,78.47541433161301,0.015548413105699987,-0.03653200048212801,-0.041399138007242986,0.00597360322039207,0,0.071957535268979
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC05,DC05_2,DC05,552499.6892463007,6327499.779825433,0.04869317023216075,0.04205116022697438,-0.006642010005186369,2.3629824214742383,3.1026093494285716,48.52800526661009,73.78177754625553,48.52800526661009,-0.26038510175625973,79.04326687636902,-0.01297811243623892,0.02435466698962302,-0.026821330354485,0.008555330112268,0,-0.006088666747405991
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC10,DC10_2,DC10,557499.8206087413,6302499.8354761265,0.04518152258800645,0.03896362677514436,-0.006217895812862091,2.401739547176445,2.362602416284038,53.15756109144478,60.63610120070207,53.15756109144478,-0.25742764394552076,75.78435082088399,0.1515108988712713,0,-0.08487381234825997,0,0,0.0848738123482591
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC11,DC11_2,DC11,557499.7664055785,6307499.841569215,0.04394155307616804,0.03621435381380509,-0.007727199262362948,3.0991648340152764,2.4031210750645444,70.52925117697141,66.35824809742878,66.35824809742878,-0.25190396686475935,77.785913365865,0.283587554936901,0,-0.237359642196469,0.11574184246506458,0.048709336598831005,0.0715724194807873
delta_guild_probability,Aerial insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC12,DC12_2,DC12,557499.7547180243,6312499.886004784,0.05254370200499063,0.04468199976671366,-0.007861702238276973,2.2426507342737656,2.241587544221278,42.68162783925574,50.16757432354612,42.68162783925574,-0.25218472584182017,80.91710504916401,0.25471626089688704,0,-0.186484379842635,0,0,0.151288421048945
