"coverage_id","coverage_filter","survey","site","atlas","period","species_richness","modelled_species_pool_size"
"good","Good coverage","DD91_1","DD91","1","1970s",59,156
"good","Good coverage","DE00_1","DE00","1","1970s",64,156
"good","Good coverage","DE01_1","DE01","1","1970s",79,156
"good","Good coverage","DE03_1","DE03","1","1970s",57,156
"good","Good coverage","DE05_1","DE05","1","1970s",42,156
"good","Good coverage","DE07_1","DE07","1","1970s",69,156
"good","Good coverage","DE10_1","DE10","1","1970s",60,156
"good","Good coverage","DE11_1","DE11","1","1970s",59,156
"good","Good coverage","BD43_1","BD43","1","1970s",41,156
"good","Good coverage","DE15_1","DE15","1","1970s",55,156
"good","Good coverage","DE16_1","DE16","1","1970s",53,156
"good","Good coverage","DE18_1","DE18","1","1970s",64,156
"good","Good coverage","DE20_1","DE20","1","1970s",65,156
"good","Good coverage","DE21_1","DE21","1","1970s",55,156
"good","Good coverage","DE23_1","DE23","1","1970s",63,156
"good","Good coverage","DE24_1","DE24","1","1970s",83,156
"good","Good coverage","DE25_1","DE25","1","1970s",64,156
"good","Good coverage","DE30_1","DE30","1","1970s",78,156
"good","Good coverage","DE31_1","DE31","1","1970s",53,156
"good","Good coverage","BD45_1","BD45","1","1970s",52,156
"good","Good coverage","DE34_1","DE34","1","1970s",87,156
"good","Good coverage","DE35_1","DE35","1","1970s",41,156
"good","Good coverage","DE36_1","DE36","1","1970s",59,156
"good","Good coverage","DE37_1","DE37","1","1970s",69,156
"good","Good coverage","DE38_1","DE38","1","1970s",60,156
"good","Good coverage","DE40_1","DE40","1","1970s",80,156
"good","Good coverage","BD46_1","BD46","1","1970s",50,156
"good","Good coverage","DE43_1","DE43","1","1970s",54,156
"good","Good coverage","DE44_1","DE44","1","1970s",86,156
"good","Good coverage","DE50_1","DE50","1","1970s",54,156
"good","Good coverage","DE51_1","DE51","1","1970s",83,156
"good","Good coverage","DE52_1","DE52","1","1970s",69,156
"good","Good coverage","BD47_1","BD47","1","1970s",64,156
"good","Good coverage","DE53_1","DE53","1","1970s",69,156
"good","Good coverage","DE55_1","DE55","1","1970s",45,156
"good","Good coverage","DE66_1","DE66","1","1970s",67,156
"good","Good coverage","DE67_1","DE67","1","1970s",63,156
"good","Good coverage","BD48_1","BD48","1","1970s",67,156
"good","Good coverage","DE68_1","DE68","1","1970s",61,156
"good","Good coverage","DE78_1","DE78","1","1970s",54,156
"good","Good coverage","DE79_1","DE79","1","1970s",75,156
"good","Good coverage","BD49_1","BD49","1","1970s",57,156
"good","Good coverage","DE84_1","DE84","1","1970s",62,156
"good","Good coverage","DE86_1","DE86","1","1970s",43,156
"good","Good coverage","DE87_1","DE87","1","1970s",84,156
"good","Good coverage","DE90_1","DE90","1","1970s",44,156
"good","Good coverage","DE94_1","DE94","1","1970s",47,156
"good","Good coverage","BD50_1","BD50","1","1970s",44,156
"good","Good coverage","DE96_1","DE96","1","1970s",64,156
"good","Good coverage","DE97_1","DE97","1","1970s",75,156
"good","Good coverage","DE98_1","DE98","1","1970s",61,156
"good","Good coverage","DE99_1","DE99","1","1970s",48,156
"good","Good coverage","DF00_1","DF00","1","1970s",57,156
"good","Good coverage","DF01_1","DF01","1","1970s",49,156
"good","Good coverage","DF05_1","DF05","1","1970s",45,156
"good","Good coverage","BD51_1","BD51","1","1970s",60,156
"good","Good coverage","DF07_1","DF07","1","1970s",71,156
"good","Good coverage","DF08_1","DF08","1","1970s",37,156
"good","Good coverage","DF10_1","DF10","1","1970s",48,156
"good","Good coverage","DF14_1","DF14","1","1970s",71,156
"good","Good coverage","DF15_1","DF15","1","1970s",65,156
"good","Good coverage","DF16_1","DF16","1","1970s",67,156
"good","Good coverage","DF17_1","DF17","1","1970s",65,156
"good","Good coverage","DF18_1","DF18","1","1970s",76,156
"good","Good coverage","DF19_1","DF19","1","1970s",56,156
"good","Good coverage","DF20_1","DF20","1","1970s",58,156
"good","Good coverage","DF24_1","DF24","1","1970s",52,156
"good","Good coverage","DF25_1","DF25","1","1970s",79,156
"good","Good coverage","DF26_1","DF26","1","1970s",46,156
"good","Good coverage","DF28_1","DF28","1","1970s",76,156
"good","Good coverage","DF29_1","DF29","1","1970s",54,156
"good","Good coverage","DF30_1","DF30","1","1970s",60,156
"good","Good coverage","DF31_1","DF31","1","1970s",64,156
"good","Good coverage","DF37_1","DF37","1","1970s",79,156
"good","Good coverage","DF38_1","DF38","1","1970s",93,156
"good","Good coverage","DF39_1","DF39","1","1970s",71,156
"good","Good coverage","DF40_1","DF40","1","1970s",62,156
"good","Good coverage","DF41_1","DF41","1","1970s",55,156
"good","Good coverage","DF48_1","DF48","1","1970s",60,156
"good","Good coverage","DF49_1","DF49","1","1970s",46,156
"good","Good coverage","DF51_1","DF51","1","1970s",54,156
"good","Good coverage","DF59_1","DF59","1","1970s",74,156
"good","Good coverage","BD55_1","BD55","1","1970s",54,156
"good","Good coverage","DF61_1","DF61","1","1970s",62,156
"good","Good coverage","DF62_1","DF62","1","1970s",62,156
"good","Good coverage","DF71_1","DF71","1","1970s",52,156
"good","Good coverage","DF80_1","DF80","1","1970s",63,156
"good","Good coverage","BD56_1","BD56","1","1970s",62,156
"good","Good coverage","DF81_1","DF81","1","1970s",63,156
"good","Good coverage","DF96_1","DF96","1","1970s",64,156
"good","Good coverage","DF97_1","DF97","1","1970s",40,156
"good","Good coverage","DG00_1","DG00","1","1970s",45,156
"good","Good coverage","DG07_1","DG07","1","1970s",74,156
"good","Good coverage","BD57_1","BD57","1","1970s",68,156
"good","Good coverage","DG08_1","DG08","1","1970s",49,156
"good","Good coverage","DG09_1","DG09","1","1970s",68,156
"good","Good coverage","DG14_1","DG14","1","1970s",60,156
"good","Good coverage","DG15_1","DG15","1","1970s",51,156
"good","Good coverage","DG16_1","DG16","1","1970s",55,156
"good","Good coverage","DG17_1","DG17","1","1970s",40,156
"good","Good coverage","DG22_1","DG22","1","1970s",50,156
"good","Good coverage","BD58_1","BD58","1","1970s",51,156
"good","Good coverage","DG23_1","DG23","1","1970s",58,156
"good","Good coverage","DG24_1","DG24","1","1970s",52,156
"good","Good coverage","DG25_1","DG25","1","1970s",52,156
"good","Good coverage","DG27_1","DG27","1","1970s",51,156
"good","Good coverage","DG28_1","DG28","1","1970s",63,156
"good","Good coverage","DG29_1","DG29","1","1970s",60,156
"good","Good coverage","BD59_1","BD59","1","1970s",73,156
"good","Good coverage","DG33_1","DG33","1","1970s",58,156
"good","Good coverage","DG34_1","DG34","1","1970s",46,156
"good","Good coverage","DG35_1","DG35","1","1970s",65,156
"good","Good coverage","DG38_1","DG38","1","1970s",52,156
"good","Good coverage","DG41_1","DG41","1","1970s",44,156
"good","Good coverage","DG42_1","DG42","1","1970s",73,156
"good","Good coverage","DG43_1","DG43","1","1970s",49,156
"good","Good coverage","DG44_1","DG44","1","1970s",54,156
"good","Good coverage","DG46_1","DG46","1","1970s",61,156
"good","Good coverage","DG47_1","DG47","1","1970s",52,156
"good","Good coverage","DG48_1","DG48","1","1970s",57,156
"good","Good coverage","DG49_1","DG49","1","1970s",53,156
"good","Good coverage","DG51_1","DG51","1","1970s",81,156
"good","Good coverage","DG52_1","DG52","1","1970s",73,156
"good","Good coverage","BD61_1","BD61","1","1970s",60,156
"good","Good coverage","DG53_1","DG53","1","1970s",56,156
"good","Good coverage","DG56_1","DG56","1","1970s",55,156
"good","Good coverage","DG57_1","DG57","1","1970s",76,156
"good","Good coverage","DG58_1","DG58","1","1970s",72,156
"good","Good coverage","DG59_1","DG59","1","1970s",60,156
"good","Good coverage","DG61_1","DG61","1","1970s",87,156
"good","Good coverage","DG62_1","DG62","1","1970s",89,156
"good","Good coverage","DG63_1","DG63","1","1970s",55,156
"good","Good coverage","DG64_1","DG64","1","1970s",70,156
"good","Good coverage","DG67_1","DG67","1","1970s",62,156
"good","Good coverage","DG69_1","DG69","1","1970s",62,156
"good","Good coverage","DG71_1","DG71","1","1970s",68,156
"good","Good coverage","DG72_1","DG72","1","1970s",71,156
"good","Good coverage","DG73_1","DG73","1","1970s",65,156
"good","Good coverage","DG74_1","DG74","1","1970s",48,156
"good","Good coverage","DG75_1","DG75","1","1970s",74,156
"good","Good coverage","DG76_1","DG76","1","1970s",48,156
"good","Good coverage","DG77_1","DG77","1","1970s",54,156
"good","Good coverage","DG78_1","DG78","1","1970s",68,156
"good","Good coverage","DG79_1","DG79","1","1970s",51,156
"good","Good coverage","DG81_1","DG81","1","1970s",48,156
"good","Good coverage","DG83_1","DG83","1","1970s",49,156
"good","Good coverage","DG85_1","DG85","1","1970s",55,156
"good","Good coverage","DG86_1","DG86","1","1970s",57,156
"good","Good coverage","DG87_1","DG87","1","1970s",54,156
"good","Good coverage","DG88_1","DG88","1","1970s",71,156
"good","Good coverage","DG89_1","DG89","1","1970s",67,156
"good","Good coverage","DG90_1","DG90","1","1970s",56,156
"good","Good coverage","DG91_1","DG91","1","1970s",55,156
"good","Good coverage","DG92_1","DG92","1","1970s",55,156
"good","Good coverage","DG94_1","DG94","1","1970s",73,156
"good","Good coverage","DG95_1","DG95","1","1970s",66,156
"good","Good coverage","DG96_1","DG96","1","1970s",59,156
"good","Good coverage","DG97_1","DG97","1","1970s",72,156
"good","Good coverage","DG98_1","DG98","1","1970s",62,156
"good","Good coverage","DG99_1","DG99","1","1970s",43,156
"good","Good coverage","DH06_1","DH06","1","1970s",76,156
"good","Good coverage","DH07_1","DH07","1","1970s",73,156
"good","Good coverage","DH08_1","DH08","1","1970s",39,156
"good","Good coverage","BD66_1","BD66","1","1970s",52,156
"good","Good coverage","DH16_1","DH16","1","1970s",86,156
"good","Good coverage","DH17_1","DH17","1","1970s",83,156
"good","Good coverage","DH18_1","DH18","1","1970s",60,156
"good","Good coverage","DH19_1","DH19","1","1970s",64,156
"good","Good coverage","DH26_1","DH26","1","1970s",53,156
"good","Good coverage","DH27_1","DH27","1","1970s",69,156
"good","Good coverage","DH28_1","DH28","1","1970s",61,156
"good","Good coverage","BD67_1","BD67","1","1970s",44,156
"good","Good coverage","DH36_1","DH36","1","1970s",67,156
"good","Good coverage","DH37_1","DH37","1","1970s",45,156
"good","Good coverage","DH67_1","DH67","1","1970s",41,156
"good","Good coverage","BD68_1","BD68","1","1970s",51,156
"good","Good coverage","DH75_1","DH75","1","1970s",38,156
"good","Good coverage","DH76_1","DH76","1","1970s",59,156
"good","Good coverage","DH85_1","DH85","1","1970s",44,156
"good","Good coverage","DH86_1","DH86","1","1970s",66,156
"good","Good coverage","DH98_1","DH98","1","1970s",61,156
"good","Good coverage","DH99_1","DH99","1","1970s",65,156
"good","Good coverage","ED00_1","ED00","1","1970s",71,156
"good","Good coverage","ED01_1","ED01","1","1970s",92,156
"good","Good coverage","EE08_1","EE08","1","1970s",59,156
"good","Good coverage","AE94_1","AE94","1","1970s",46,156
"good","Good coverage","BD70_1","BD70","1","1970s",58,156
"good","Good coverage","EE09_1","EE09","1","1970s",50,156
"good","Good coverage","EB03_1","EB03","1","1970s",65,156
"good","Good coverage","EB04_1","EB04","1","1970s",50,156
"good","Good coverage","EB06_1","EB06","1","1970s",29,156
"good","Good coverage","EB07_1","EB07","1","1970s",62,156
"good","Good coverage","EB08_1","EB08","1","1970s",48,156
"good","Good coverage","EB10_1","EB10","1","1970s",48,156
"good","Good coverage","ED13_1","ED13","1","1970s",58,156
"good","Good coverage","ED23_1","ED23","1","1970s",64,156
"good","Good coverage","ED30_1","ED30","1","1970s",55,156
"good","Good coverage","EE05_1","EE05","1","1970s",55,156
"good","Good coverage","BD73_1","BD73","1","1970s",55,156
"good","Good coverage","EE07_1","EE07","1","1970s",57,156
"good","Good coverage","EE15_1","EE15","1","1970s",37,156
"good","Good coverage","EE16_1","EE16","1","1970s",67,156
"good","Good coverage","EE17_1","EE17","1","1970s",69,156
"good","Good coverage","EE19_1","EE19","1","1970s",56,156
"good","Good coverage","EE27_1","EE27","1","1970s",63,156
"good","Good coverage","EE39_1","EE39","1","1970s",55,156
"good","Good coverage","EF00_1","EF00","1","1970s",43,156
"good","Good coverage","EF01_1","EF01","1","1970s",73,156
"good","Good coverage","EF02_1","EF02","1","1970s",71,156
"good","Good coverage","EF06_1","EF06","1","1970s",56,156
"good","Good coverage","EF07_1","EF07","1","1970s",53,156
"good","Good coverage","EF08_1","EF08","1","1970s",47,156
"good","Good coverage","EF09_1","EF09","1","1970s",58,156
"good","Good coverage","EF10_1","EF10","1","1970s",52,156
"good","Good coverage","EF11_1","EF11","1","1970s",70,156
"good","Good coverage","BD76_1","BD76","1","1970s",74,156
"good","Good coverage","EF45_1","EF45","1","1970s",43,156
"good","Good coverage","EF54_1","EF54","1","1970s",52,156
"good","Good coverage","EF55_1","EF55","1","1970s",53,156
"good","Good coverage","EF63_1","EF63","1","1970s",43,156
"good","Good coverage","EF64_1","EF64","1","1970s",56,156
"good","Good coverage","BD77_1","BD77","1","1970s",75,156
"good","Good coverage","EF69_1","EF69","1","1970s",41,156
"good","Good coverage","EF70_1","EF70","1","1970s",55,156
"good","Good coverage","EF71_1","EF71","1","1970s",72,156
"good","Good coverage","EF74_1","EF74","1","1970s",71,156
"good","Good coverage","EF75_1","EF75","1","1970s",83,156
"good","Good coverage","BD78_1","BD78","1","1970s",74,156
"good","Good coverage","EF81_1","EF81","1","1970s",70,156
"good","Good coverage","EF82_1","EF82","1","1970s",56,156
"good","Good coverage","EF83_1","EF83","1","1970s",61,156
"good","Good coverage","EF84_1","EF84","1","1970s",71,156
"good","Good coverage","EF85_1","EF85","1","1970s",45,156
"good","Good coverage","EF90_1","EF90","1","1970s",58,156
"good","Good coverage","EF91_1","EF91","1","1970s",70,156
"good","Good coverage","EF92_1","EF92","1","1970s",75,156
"good","Good coverage","EF93_1","EF93","1","1970s",80,156
"good","Good coverage","EF94_1","EF94","1","1970s",63,156
"good","Good coverage","EF95_1","EF95","1","1970s",63,156
"good","Good coverage","EG00_1","EG00","1","1970s",62,156
"good","Good coverage","AE95_1","AE95","1","1970s",48,156
"good","Good coverage","BD80_1","BD80","1","1970s",45,156
"good","Good coverage","EG01_1","EG01","1","1970s",50,156
"good","Good coverage","EG02_1","EG02","1","1970s",52,156
"good","Good coverage","EG04_1","EG04","1","1970s",88,156
"good","Good coverage","EG05_1","EG05","1","1970s",59,156
"good","Good coverage","EG06_1","EG06","1","1970s",57,156
"good","Good coverage","EG07_1","EG07","1","1970s",59,156
"good","Good coverage","EG08_1","EG08","1","1970s",58,156
"good","Good coverage","EG09_1","EG09","1","1970s",51,156
"good","Good coverage","EG10_1","EG10","1","1970s",52,156
"good","Good coverage","BD81_1","BD81","1","1970s",58,156
"good","Good coverage","EG11_1","EG11","1","1970s",67,156
"good","Good coverage","EG13_1","EG13","1","1970s",75,156
"good","Good coverage","EG14_1","EG14","1","1970s",47,156
"good","Good coverage","EG15_1","EG15","1","1970s",54,156
"good","Good coverage","EG16_1","EG16","1","1970s",48,156
"good","Good coverage","EG17_1","EG17","1","1970s",68,156
"good","Good coverage","EG18_1","EG18","1","1970s",65,156
"good","Good coverage","EG19_1","EG19","1","1970s",45,156
"good","Good coverage","EG21_1","EG21","1","1970s",60,156
"good","Good coverage","BD82_1","BD82","1","1970s",59,156
"good","Good coverage","EG22_1","EG22","1","1970s",66,156
"good","Good coverage","EG23_1","EG23","1","1970s",67,156
"good","Good coverage","EG24_1","EG24","1","1970s",64,156
"good","Good coverage","EG25_1","EG25","1","1970s",90,156
"good","Good coverage","EG26_1","EG26","1","1970s",88,156
"good","Good coverage","EG27_1","EG27","1","1970s",68,156
"good","Good coverage","EG30_1","EG30","1","1970s",38,156
"good","Good coverage","EG40_1","EG40","1","1970s",44,156
"good","Good coverage","EG41_1","EG41","1","1970s",65,156
"good","Good coverage","EG42_1","EG42","1","1970s",59,156
"good","Good coverage","BD84_1","BD84","1","1970s",39,156
"good","Good coverage","EG76_1","EG76","1","1970s",76,156
"good","Good coverage","EG77_1","EG77","1","1970s",82,156
"good","Good coverage","EG84_1","EG84","1","1970s",76,156
"good","Good coverage","EG85_1","EG85","1","1970s",53,156
"good","Good coverage","EG86_1","EG86","1","1970s",55,156
"good","Good coverage","EG87_1","EG87","1","1970s",66,156
"good","Good coverage","EG88_1","EG88","1","1970s",66,156
"good","Good coverage","EG89_1","EG89","1","1970s",48,156
"good","Good coverage","EG94_1","EG94","1","1970s",90,156
"good","Good coverage","EG95_1","EG95","1","1970s",51,156
"good","Good coverage","EG96_1","EG96","1","1970s",47,156
"good","Good coverage","EG97_1","EG97","1","1970s",56,156
"good","Good coverage","EG99_1","EG99","1","1970s",52,156
"good","Good coverage","BD86_1","BD86","1","1970s",57,156
"good","Good coverage","EH08_1","EH08","1","1970s",79,156
"good","Good coverage","EH09_1","EH09","1","1970s",62,156
"good","Good coverage","EH13_1","EH13","1","1970s",60,156
"good","Good coverage","EH14_1","EH14","1","1970s",69,156
"good","Good coverage","EH15_1","EH15","1","1970s",62,156
"good","Good coverage","EH16_1","EH16","1","1970s",51,156
"good","Good coverage","EH17_1","EH17","1","1970s",46,156
"good","Good coverage","BD87_1","BD87","1","1970s",51,156
"good","Good coverage","EH23_1","EH23","1","1970s",50,156
"good","Good coverage","EH24_1","EH24","1","1970s",66,156
"good","Good coverage","EH25_1","EH25","1","1970s",54,156
"good","Good coverage","EH26_1","EH26","1","1970s",61,156
"good","Good coverage","EH27_1","EH27","1","1970s",81,156
"good","Good coverage","EH37_1","EH37","1","1970s",37,156
"good","Good coverage","EH38_1","EH38","1","1970s",63,156
"good","Good coverage","BD88_1","BD88","1","1970s",60,156
"good","Good coverage","EH39_1","EH39","1","1970s",51,156
"good","Good coverage","EH49_1","EH49","1","1970s",39,156
"good","Good coverage","EH54_1","EH54","1","1970s",34,156
"good","Good coverage","EH64_1","EH64","1","1970s",48,156
"good","Good coverage","BD89_1","BD89","1","1970s",47,156
"good","Good coverage","EH73_1","EH73","1","1970s",47,156
"good","Good coverage","EH75_1","EH75","1","1970s",48,156
"good","Good coverage","EH88_1","EH88","1","1970s",47,156
"good","Good coverage","EH92_1","EH92","1","1970s",32,156
"good","Good coverage","EH96_1","EH96","1","1970s",71,156
"good","Good coverage","BD91_1","BD91","1","1970s",62,156
"good","Good coverage","FE00_1","FE00","1","1970s",51,156
"good","Good coverage","FE10_1","FE10","1","1970s",82,156
"good","Good coverage","FE20_1","FE20","1","1970s",75,156
"good","Good coverage","FE30_1","FE30","1","1970s",101,156
"good","Good coverage","FE40_1","FE40","1","1970s",92,156
"good","Good coverage","FE60_1","FE60","1","1970s",69,156
"good","Good coverage","FE61_1","FE61","1","1970s",59,156
"good","Good coverage","FE71_1","FE71","1","1970s",61,156
"good","Good coverage","FE72_1","FE72","1","1970s",78,156
"good","Good coverage","BD93_1","BD93","1","1970s",48,156
"good","Good coverage","FE80_1","FE80","1","1970s",77,156
"good","Good coverage","FE81_1","FE81","1","1970s",69,156
"good","Good coverage","FE82_1","FE82","1","1970s",87,156
"good","Good coverage","FE83_1","FE83","1","1970s",74,156
"good","Good coverage","FE90_1","FE90","1","1970s",47,156
"good","Good coverage","FE91_1","FE91","1","1970s",63,156
"good","Good coverage","FE92_1","FE92","1","1970s",52,156
"good","Good coverage","FE93_1","FE93","1","1970s",60,156
"good","Good coverage","FE94_1","FE94","1","1970s",62,156
"good","Good coverage","FF00_1","FF00","1","1970s",59,156
"good","Good coverage","FF01_1","FF01","1","1970s",57,156
"good","Good coverage","FF03_1","FF03","1","1970s",67,156
"good","Good coverage","FF08_1","FF08","1","1970s",55,156
"good","Good coverage","FF10_1","FF10","1","1970s",83,156
"good","Good coverage","FF11_1","FF11","1","1970s",60,156
"good","Good coverage","FF13_1","FF13","1","1970s",62,156
"good","Good coverage","FF14_1","FF14","1","1970s",61,156
"good","Good coverage","FF16_1","FF16","1","1970s",36,156
"good","Good coverage","FF18_1","FF18","1","1970s",73,156
"good","Good coverage","FF19_1","FF19","1","1970s",67,156
"good","Good coverage","FF20_1","FF20","1","1970s",55,156
"good","Good coverage","FF21_1","FF21","1","1970s",66,156
"good","Good coverage","BD96_1","BD96","1","1970s",47,156
"good","Good coverage","FF22_1","FF22","1","1970s",66,156
"good","Good coverage","FF23_1","FF23","1","1970s",62,156
"good","Good coverage","FF24_1","FF24","1","1970s",58,156
"good","Good coverage","FF25_1","FF25","1","1970s",51,156
"good","Good coverage","FF26_1","FF26","1","1970s",60,156
"good","Good coverage","FF27_1","FF27","1","1970s",58,156
"good","Good coverage","FF28_1","FF28","1","1970s",53,156
"good","Good coverage","FF29_1","FF29","1","1970s",55,156
"good","Good coverage","FF30_1","FF30","1","1970s",60,156
"good","Good coverage","FF31_1","FF31","1","1970s",63,156
"good","Good coverage","BD97_1","BD97","1","1970s",60,156
"good","Good coverage","FF33_1","FF33","1","1970s",62,156
"good","Good coverage","FF34_1","FF34","1","1970s",35,156
"good","Good coverage","FF36_1","FF36","1","1970s",53,156
"good","Good coverage","FF37_1","FF37","1","1970s",50,156
"good","Good coverage","FF40_1","FF40","1","1970s",71,156
"good","Good coverage","FF41_1","FF41","1","1970s",74,156
"good","Good coverage","BD98_1","BD98","1","1970s",49,156
"good","Good coverage","FF42_1","FF42","1","1970s",67,156
"good","Good coverage","FF43_1","FF43","1","1970s",70,156
"good","Good coverage","FF44_1","FF44","1","1970s",65,156
"good","Good coverage","FF45_1","FF45","1","1970s",47,156
"good","Good coverage","FF46_1","FF46","1","1970s",53,156
"good","Good coverage","FF50_1","FF50","1","1970s",63,156
"good","Good coverage","FF51_1","FF51","1","1970s",62,156
"good","Good coverage","FF52_1","FF52","1","1970s",61,156
"good","Good coverage","FF53_1","FF53","1","1970s",53,156
"good","Good coverage","FF54_1","FF54","1","1970s",70,156
"good","Good coverage","FF55_1","FF55","1","1970s",53,156
"good","Good coverage","FF57_1","FF57","1","1970s",59,156
