response,guild,comparison,atlas_start,atlas_end,period_start,period_end,base_site,survey,site,X,Y,cwm_sti_start,cwm_sti_end,delta_cwm_sti,expected_richness_start,expected_richness_end,expected_richness_min,delta_tmean_breeding,delta_prec_breeding,delta_hh,delta_perc_urban,delta_perc_cropland,delta_perc_pasture,delta_perc_forest,delta_perc_grass_shrub
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB22,DB22_2,DB22,562499.6515363256,6362499.764446196,12.290224633784648,12.331126870408056,0.04090223662340797,1.5679445711099034,2.5284515341697107,1.5679445711099034,-0.25969642688549044,78.630162307511,0.09014192858861803,0,-0.08261070270507209,0.07652203588350699,0,0.0060886668215643005
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB23,DB23_2,DB23,562499.6400820935,6367499.792328508,12.29747480449043,12.354420168257857,0.05694536376742754,2.2718614182030326,2.4272222157625567,2.2718614182030326,-0.2637162083890203,77.79876387141199,0.029872682944695028,0.036532000927822994,-0.03653200092782405,0,0,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB24,DB24_2,DB24,562499.6441820732,6372499.746949654,12.297412379419608,12.329614769311942,0.03220238989233337,2.5739381280872284,2.6321944965866355,2.5739381280872284,-0.26480639485732915,78.50003587182698,0.26503028907581994,0,-0.23136933920789304,0,0.024354667285041303,0.207014671922851
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB25,DB25_2,DB25,562499.6611575983,6377499.739594084,12.298810791713754,12.356683594119367,0.057872802405613655,2.450043422069492,2.077527154524113,2.077527154524113,-0.26569417246438043,76.928988417821,0,0,0,0,0,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB26,DB26_2,DB26,562499.6900292314,6382499.770230629,12.29737217849885,12.351109860580879,0.053737682082028115,2.0010953577104758,1.9771466629926326,1.9771466629926326,-0.26895750983113054,71.96278066039699,0.040914510980122,0,-0.03653200092772302,-0.013832136097810893,-0.03487719847248599,0.0365320009277224
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB31,DB31_2,DB31,567499.6497347835,6357499.773935058,12.289377718960285,12.339430563725172,0.05005284476488647,1.3693766584598475,2.044332331963721,1.3693766584598475,-0.25707238207182037,82.79417455842601,0.10379034398542297,0,-0.08727115574112398,0.0193942038929662,0.05479800222290601,0.013078949625251399
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB32,DB32_2,DB32,567499.649767541,6362499.788996397,12.304084086061177,12.325916690042252,0.021832603981074783,1.9907267729876768,2.400404437676345,1.9907267729876768,-0.2537898110484793,80.954420788922,0.28030506451374904,0,-0.206598027432777,0.023020862603833,0,0.183577164828944
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD21,BD21_2,BD21,462500.04652625887,6257499.613366459,12.338771433241948,12.360245272334257,0.021473839092308822,1.7959850249130427,1.9640338240515332,1.7959850249130427,-0.23086504467372926,67.87213634808398,-0.01970749546587197,0,-0.046581897924000096,-0.03406688269792339,0.016864600603389013,0.06378418001853445
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB33,DB33_2,DB33,567499.6483663965,6367499.730884405,12.27481187815693,12.339700413761497,0.06488853560456675,2.579139750307318,2.081799527100852,2.081799527100852,-0.2633544924979798,79.79602784852099,0.058547040284774976,0,-0.04039237761002601,0,0,0.040392377610026106
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB34,DB34_2,DB34,567499.6427126657,6372499.710880268,12.292238003342733,12.32084751752232,0.028609514179587237,2.6930339264676317,2.9193916782095584,2.6930339264676317,-0.2622749442007395,81.919154866559,0.07700117783775307,0,-0.07690715048589292,0,0,0.0769071504858935
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB35,DB35_2,DB35,567499.6318198992,6377499.728951592,12.30817579509265,12.340180416735722,0.03200462164307183,2.3935476982381094,2.4549626393134583,2.3935476982381094,-0.26372927050138095,73.68443907573,0.18952580699255012,0,-0.106563030327118,0.0487093353120758,0,0.05785369501504313
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB36,DB36_2,DB36,567499.676348217,6382499.674741831,12.313210693297162,12.345907817046745,0.03269712374958367,1.6262605349556538,2.3800284993044443,1.6262605349556538,-0.26264149515825963,73.424257747986,0.010127834602661978,0,0,-0.071409200483606,0.071409200483606,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB40,DB40_2,DB40,572499.6344654928,6352499.8530826,12.28988541737333,12.322100640674796,0.0322152233014652,2.6560082343436324,2.6459825468374105,2.6459825468374105,-0.2590784880686092,79.269590837002,0.03648671995873998,0,-0.06072438871831898,0.0182660012776873,0,0.04245838744063199
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB41,DB41_2,DB41,572499.6216895938,6357499.864695008,12.308090064932612,12.350614604556803,0.042524539624190894,1.730176720423511,2.339744705969663,1.730176720423511,-0.2618443893125004,76.539944979179,0.220272329646089,0,-0.20882219591498397,0.22575672756589454,0,-0.0169345316509106
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB42,DB42_2,DB42,572499.5906535387,6362499.80320541,12.28655629383169,12.330948295901957,0.044392002070265946,1.7561107549158972,2.5061524616532918,1.7561107549158972,-0.2621745681714307,81.19945652079099,0.07242905886691098,0,-0.06174067130796701,0.0711542974739927,0,-0.009413626166025202
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB43,DB43_2,DB43,572499.5984189146,6367499.780956781,12.290328024636011,12.341303184729515,0.050975160093504,2.4386117449616784,2.1785005463912954,2.1785005463912954,-0.2672153453678501,77.24913363671999,0.05126750579059097,0,-0.031253822783092966,0.0365320025532261,0,-0.005278179770132604
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB44,DB44_2,DB44,572499.5838254265,6372499.796851205,12.30762553596458,12.345295386460407,0.03766985049582772,2.6484975330156235,2.3917182013071487,2.3917182013071487,-0.26684485394102,75.934732030056,0.056331002674716024,0,-0.03713963263470399,0.0182660012764964,0,0.018873631358207098
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB45,DB45_2,DB45,572499.6077339851,6377499.740606079,12.295733729711428,12.343953912284736,0.04822018257330818,2.4458681211168267,2.365246139661359,2.365246139661359,-0.2684188473224598,75.241552431445,0,0,0,0,0,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD22,BD22_2,BD22,462500.04672205047,6262499.682150681,12.336823619022264,12.347395320205315,0.01057170118305173,1.6605329375895654,2.0716797740118547,1.6605329375895654,-0.2366323046192491,65.34491788849701,0.006954948361017066,0,0.002337834337086009,0.0070135030112578,-0.00935133734834398,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB46,DB46_2,DB46,572499.6071544627,6382499.722435604,12.313109631718056,12.343984707681395,0.030875075963338716,1.2410192820893355,2.3741106564507195,1.2410192820893355,-0.2654495773949801,76.90427996007999,-0.0126093932554171,0,0,0.01338984740433602,0.024354668368720994,-0.0377445157730566
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB52,DB52_2,DB52,577499.5523310879,6362499.807698655,12.302010235629115,12.33100564082561,0.028995405196495128,2.01009583971934,2.5910024990243197,2.01009583971934,-0.2644042455460802,79.155999022113,0.09598975421057798,0,-0.05796854288433806,0.0474591826495494,0,0.010509360234788698
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB53,DB53_2,DB53,577499.5700187528,6367499.831857608,12.298231613175425,12.343832348712867,0.045600735537442816,2.0130632814812723,2.099863288447713,2.0130632814812723,-0.2716216593397496,82.804906531116,0.07473943144769402,0,-0.10558520077990707,0.122415854967963,0.04181049352876798,-0.0586411477168233
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB54,DB54_2,DB54,577499.5493575014,6372499.782863706,12.320777507007069,12.344289832088759,0.023512325081689767,2.19489711399029,2.5520644455722707,2.19489711399029,-0.2719475981450792,80.62090990116,-0.07647831568278396,0,-0.004415886570706989,-0.05341508775596661,0.10735048134217001,-0.049519507015495796
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB55,DB55_2,DB55,577499.5492296974,6377499.66181914,12.297165989679257,12.33214973460845,0.03498374492919254,2.1974948623204913,2.5625125037075596,2.1974948623204913,-0.2671225175157588,76.632949658576,0.04602242518175503,0,0.042104165382083,-0.011876228143483047,-0.181259740853271,0.15103180361467078
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB56,DB56_2,DB56,577499.5641771164,6382499.691316109,12.307226517146312,12.364090582032363,0.056864064886051224,2.0662468437261143,1.8191325583132383,1.8191325583132383,-0.2631100245668101,76.48727904663498,-0.06531207583083998,0,-0.035475966951453,0.04289805390407997,0.006912793613810003,-0.014334880566438002
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB57,DB57_2,DB57,577499.537492288,6387499.64755162,12.321723975402467,12.366309108662447,0.04458513325998048,1.6855283503204732,1.6202646987990645,1.6202646987990645,-0.2625206820791206,76.66925344424502,-0.05544517578947594,0,0,-0.1330687173691243,0.11261895201665795,0.0204497653524667
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB60,DB60_2,DB60,582499.5631405126,6352499.870773819,12.309649689067804,12.34357120790639,0.03392151883858574,2.4022941925444683,2.390989847978135,2.390989847978135,-0.2621113663009105,79.189543697421,0,0,0,0,0,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB62,DB62_2,DB62,582499.4927491389,6362499.801014301,12.305471402142363,12.322708642660603,0.017237240518239716,2.225381928940874,2.1047485878139485,2.1047485878139485,-0.27050385664409937,80.253560188221,0.20398964200714836,0,-0.12728446475007094,0,0,0.1272844647500714
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB63,DB63_2,DB63,582499.5234498292,6367499.770816479,12.295718915744787,12.324146887682218,0.02842797193743074,2.239438414017311,2.8022716897013047,2.239438414017311,-0.2776656950392109,75.89702633969299,0.08348426354039501,0,-0.06349701689938902,0.0176583714694119,0,0.04583864542997651
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB64,DB64_2,DB64,582499.4955886239,6372499.778775646,12.286649533466829,12.336455443888617,0.049805910421788724,2.295842953105455,2.723230914742234,2.295842953105455,-0.27469984730674923,73.476061249522,-0.01336551206635006,0,0.0029201843426889806,0.03744130282407898,-0.01118765398680599,-0.029173833179962
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB65,DB65_2,DB65,582499.4702860015,6377499.714756137,12.316819951830263,12.356031869383889,0.03921191755362585,1.8913838324173233,2.0677116632813655,1.8913838324173233,-0.2665972091615796,75.13927920783901,0.11932060827996893,0,0.0329046251456649,0.013851550479899999,-0.15307909171408102,0.10632291608851599
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB66,DB66_2,DB66,582499.5038627629,6382499.691246823,12.346053726860363,12.371014861132686,0.024961134272322383,1.7274709890552868,1.8531483328293086,1.7274709890552868,-0.26306716502978844,76.55798522387799,0.07254842951909202,0.028985271219322397,-0.006335900575779804,-0.011792959263654978,-0.08756280329979499,0.07670639191990691
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB67,DB67_2,DB67,582499.4776775325,6387499.594470724,12.354806480159217,12.36096826285799,0.0061617826987721,1.67435594072376,1.9968611924171815,1.67435594072376,-0.26758032335451,77.35336229705801,0.22061347509796597,0.0197240662686582,0,-0.27742570667259403,0.07244068093049705,0.18526095947343904
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB68,DB68_2,DB68,582499.4481154357,6392499.536917151,12.32692096021605,12.342928525963602,0.01600756574755202,0.9584263972514251,1.9865157839695295,0.9584263972514251,-0.2650746357539404,75.76588804689301,0.024982968876871015,0,0,-0.045291248217512015,0,0.0452912482175124
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB70,DB70_2,DB70,587499.5384229121,6352499.942973814,12.294469296762843,12.34261313092533,0.04814383416248624,1.911530627701232,2.372578157176731,1.911530627701232,-0.2681022433134803,75.429788878232,0.028475086504275993,0,-0.018103717920642026,0,-0.021409297379745507,0.0395130153003874
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB72,DB72_2,DB72,587499.4900431393,6362499.784009084,12.28574881160493,12.321277513408065,0.035528701803134055,2.3805714050117768,2.7298724500311646,2.3805714050117768,-0.273371241544611,79.400092427705,-0.037892896757950045,0,0.06938313524776002,-0.013151850707102501,-0.05623128454065801,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB73,DB73_2,DB73,587499.4724052523,6367499.8200299665,12.307161687416551,12.335447945945894,0.0282862585293433,2.4196325464987987,3.054728157142042,2.4196325464987987,-0.2729453864001501,75.85449425395299,-0.06503557727397191,0.024354666822301002,0.07306400046690098,0.008840325098185102,-0.049683850921591,-0.056575141465796196
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB74,DB74_2,DB74,587499.4405852477,6372499.784163884,12.318607591639777,12.363146172990389,0.044538581350611395,1.9976127821191088,2.351170779285377,1.9976127821191088,-0.27241400444498964,73.57010223105999,0.029899232216150096,0.0974186672888911,0.055831006547922,-0.167683207219523,0.18011975579682232,-0.16568622241411138
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB75,DB75_2,DB75,587499.4508390957,6377499.788968703,12.319625179547446,12.352198605732568,0.032573426185122045,1.9023208988403195,1.710716525312603,1.710716525312603,-0.2612905685584703,74.53257875345601,0.01994666675510892,0,0.026420679219642,-0.05667382509718599,-0.0441030759558024,0.0743562218333471
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB77,DB77_2,DB77,587499.4197526195,6387499.582648063,12.319613154678105,12.356219318366561,0.036606163688455595,1.6052228665690504,1.8417784859727981,1.6052228665690504,-0.265413784139529,74.35042676746801,-0.001106061608880049,0,0,0.006248201904032996,-0.00676470500305161,5.16503099018001e-4
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB78,DB78_2,DB78,587499.3735523641,6392499.482754864,12.306823365994237,12.357386362067235,0.050562996072997635,1.7105415063114633,2.1771508743475323,1.7105415063114633,-0.26007315138240017,74.077347444624,-0.044347572776736954,0,0,0.02818289504736099,0.007281208112462009,-0.03546410315982401
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB79,DB79_2,DB79,587499.3020525747,6397499.533405255,12.3356975322701,12.35344550140578,0.01774796913568011,1.372505412505582,1.9850214128300139,1.372505412505582,-0.2525646580401091,73.294552323075,-3.2744015323704634e-4,0,0,0.006123557580867023,-0.012177333411142993,0.00605377583027474
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB80,DB80_2,DB80,592499.4685152426,6352499.8696485795,12.305938310253646,12.34061188241271,0.03467357215906297,1.4846086184953915,1.7843019266696931,1.4846086184953915,-0.2680729762565903,71.54610631847801,5.383592468799492e-5,0,0,0,-0.05966556476705501,0.05966556476705501
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD26,BD26_2,BD26,462500.0396707308,6282499.770858137,12.272803472059696,12.328899606659194,0.056096134599497915,2.648545227539499,1.5018310546339397,1.5018310546339397,-0.23189176637013986,61.176625404579994,0,0,0,0,0,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB81,DB81_2,DB81,592499.4687914647,6357499.903263027,12.30455858192014,12.343763533571412,0.03920495165127136,1.8577236268875437,2.1354366908477793,1.8577236268875437,-0.2709513616695709,71.277474688559,-0.005260715407273964,0.04870933570132499,0,0,-0.08524133747731891,0.0365320017759936
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB82,DB82_2,DB82,592499.4395459738,6362499.8651057985,12.30416935144345,12.340997431075817,0.03682807963236634,2.340420016517467,1.9446911143146504,1.9446911143146504,-0.2704108474582405,71.71227859336601,-0.00163671695888995,0,0,0.009216203239623105,0.004396476646326697,-0.013612679885950099
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB83,DB83_2,DB83,592499.43704912,6367499.867802329,12.308665258917515,12.344154264187786,0.035489005270271434,3.1617239743656116,3.2420980835286373,3.1617239743656116,-0.2686163163397097,70.42172542929399,0,0,0,0.00727265644304673,0.019958191197301668,-0.0272308476403484
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DB89,DB89_2,DB89,592499.276854376,6397499.389086184,12.302465325542844,12.360242914105472,0.05777758856262771,2.214000551118788,2.0789105861318524,2.0789105861318524,-0.2586315925038214,71.370594224399,-0.01707089428723696,0.012177333925338603,0,0.016389245731360996,0.09741867140270899,-0.1259852510594088
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC00,DC00_2,DC00,552499.7981343176,6302499.822003722,12.298847802485312,12.322301677726033,0.023453875240720734,2.9029398802424455,3.117593417165547,2.9029398802424455,-0.25749588972158044,73.77850741348699,0.05838065735194098,0,-0.12167673370252902,0.0608383668512545,0,0.060838366851274396
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC01,DC01_2,DC01,552499.82723216,6307499.828336293,12.304527795220325,12.339646876802504,0.035119081582179135,2.533787904571004,2.830652202235587,2.533787904571004,-0.25750601858541877,73.933812957969,0.277698261007859,0,-0.419012840097909,0.275819695646706,0.03431906909123891,0.108874075359965
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC02,DC02_2,DC02,552499.7944827778,6312499.871378481,12.301992429685509,12.360592898153714,0.05860046846820488,2.668143524225515,2.500677977088147,2.500677977088147,-0.2538010380527087,75.203747561712,0.009241838474191022,0.060422539583094015,-0.08908448187287099,0.0712826095199138,0.006088666747162408,-0.0487093339772989
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD27,BD27_2,BD27,462500.0084153306,6287499.80222181,12.304424014972598,12.33942644400251,0.03500242902991246,2.8453742961965345,2.000340354996469,2.000340354996469,-0.2318305477892304,62.78669719159703,0.12340481529580799,0,-0.07208636345444797,0.02337702851485,0,0.0487093349395974
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC03,DC03_2,DC03,552499.7615257066,6317499.840557125,12.32742247285628,12.372372535654799,0.04495006279851843,2.4497961343933783,2.4864338307085054,2.4497961343933783,-0.2522375945978794,75.79017627040099,-0.06503001929593699,0.125375554369906,-0.15128798957807502,0.05912503860544589,0,-0.0332126033972779
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC04,DC04_2,DC04,552499.7262227507,6322499.847153073,12.30111813710646,12.328509100297694,0.027390963191233908,3.3487354991560663,3.0754423856819866,3.0754423856819866,-0.25205446020313893,78.47541433161301,0.015548413105699987,-0.03653200048212801,-0.041399138007242986,0.00597360322039207,0,0.071957535268979
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC05,DC05_2,DC05,552499.6892463007,6327499.779825433,12.30772800141572,12.346313746397465,0.03858574498174505,2.3629824214742383,3.1026093494285716,2.3629824214742383,-0.26038510175625973,79.04326687636902,-0.01297811243623892,0.02435466698962302,-0.026821330354485,0.008555330112268,0,-0.006088666747405991
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC10,DC10_2,DC10,557499.8206087413,6302499.8354761265,12.308188346007721,12.322048377773838,0.013860031766116165,2.401739547176445,2.362602416284038,2.362602416284038,-0.25742764394552076,75.78435082088399,0.1515108988712713,0,-0.08487381234825997,0,0,0.0848738123482591
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC11,DC11_2,DC11,557499.7664055785,6307499.841569215,12.302302792760369,12.324214382329114,0.02191158956874517,3.0991648340152764,2.4031210750645444,2.4031210750645444,-0.25190396686475935,77.785913365865,0.283587554936901,0,-0.237359642196469,0.11574184246506458,0.048709336598831005,0.0715724194807873
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC12,DC12_2,DC12,557499.7547180243,6312499.886004784,12.310546833835451,12.329852978623837,0.019306144788385993,2.2426507342737656,2.241587544221278,2.241587544221278,-0.25218472584182017,80.91710504916401,0.25471626089688704,0,-0.186484379842635,0,0,0.151288421048945
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC13,DC13_2,DC13,557499.7253695964,6317499.856604637,12.335930174041211,12.330539642266034,-0.00539053177517701,2.0494178816656627,3.117056827716473,2.0494178816656627,-0.25317798360604016,78.276959338358,0.11174259949287901,0.005411255238209012,-0.16000382645324002,0.0373022291702243,0,0.11729034204480711
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC14,DC14_2,DC14,557499.73675981,6322499.865488209,12.344863995748856,12.353839066990048,0.008975071241192012,3.194325548759033,3.329844250783705,3.194325548759033,-0.25580353225181973,78.11948031418699,0.008149790630924997,-0.0047392136851389655,0,0,0,0.004739213685138672
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC15,DC15_2,DC15,557499.7273178204,6327499.9117859565,12.32100816575841,12.34346493139155,0.022456765633139142,2.973196898521947,3.208403643249402,2.973196898521947,-0.2618223534927093,78.111359334825,0.04904740112503703,-0.049381378143039,-0.009710670652725004,0.009710670652725392,0,0.0493813781430397
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,BD28,BD28_2,BD28,462500.04522956035,6292499.758577253,12.296025816019107,12.359040443135946,0.06301462711683925,2.8614812873136652,1.8381088414127609,1.8381088414127609,-0.23196564097112926,59.171132119704,0.08193347505967499,0,-0.046608506991516085,0.00155855622486019,0,0.0450499507666564
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC16,DC16_2,DC16,557499.6978451451,6332499.884155993,12.303095217240296,12.34202012487664,0.038924907636344486,2.3125333855626242,2.7425404271537044,2.3125333855626242,-0.2637804378506008,80.052303385439,-0.005197022888368985,0,0,0,0.024354668299458995,-0.0243546682994594
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC17,DC17_2,DC17,557499.7080623058,6337499.783408084,12.310104277786666,12.34057432221116,0.030470044424493636,2.3847341404239417,2.837736810482683,2.3847341404239417,-0.26695339659523043,79.26004678725701,0.04410239109583597,0,-0.02776320861541204,0.0277632086154119,0,0
delta_cwm_sti,aerial_insectivores,1990s_minus_1970s,1,2,1970s,1990s,DC18,DC18_2,DC18,557499.693518839,6342499.831295908,12.292059964838781,12.3362497697926,0.04418980495381852,2.571138379757649,2.5156107926625877,2.5156107926625877,-0.2686694242748917,78.998531252916,0.080495608815284,0,-0.04530079626797601,0.0209461279679923,0,0.0243546682999847
