"","kvadratkod","survey","tmean_breeding"
"BD78","BD78","BD78_2",8.15027888287038
"BD79","BD79","BD79_2",8.16693525382641
"BD80","BD80","BD80_2",8.0840650264026
"BD81","BD81","BD81_2",8.18139763986121
"BD82","BD82","BD82_2",8.26093873223405
"BD83","BD83","BD83_2",8.26589363803877
"BD84","BD84","BD84_2",8.15204430138666
"BD85","BD85","BD85_2",8.16044862940357
"BD86","BD86","BD86_2",8.24477986996843
"BD87","BD87","BD87_2",8.20520168959251
"BD88","BD88","BD88_2",8.25818502609887
"BD89","BD89","BD89_2",8.26626694374248
"BD90","BD90","BD90_2",8.22295284801102
"BD91","BD91","BD91_2",8.26909862693384
"BD92","BD92","BD92_2",8.28480753471279
"BD93","BD93","BD93_2",8.25793560842323
"BD94","BD94","BD94_2",8.12833718412207
"BD95","BD95","BD95_2",8.12548273600568
"BD96","BD96","BD96_2",8.17604520276956
"BD97","BD97","BD97_2",8.14965650215966
"BD98","BD98","BD98_2",8.26047604306265
"BD99","BD99","BD99_2",8.25823574656247
"BE02","BE02","BE02_2",8.35772553097801
"BE03","BE03","BE03_2",8.3318392329312
"BE04","BE04","BE04_2",8.32942092339631
"BE05","BE05","BE05_2",8.32296103560488
"BE06","BE06","BE06_2",8.3024464381784
"BE07","BE07","BE07_2",8.29088785698588
"BE08","BE08","BE08_2",8.29523961487134
"BE09","BE09","BE09_2",8.28566758746296
"BE10","BE10","BE10_2",8.39742637577555
"BE11","BE11","BE11_2",8.38178577531484
"BE12","BE12","BE12_2",8.3529712217573
"BE13","BE13","BE13_2",8.2991759437917
"BE14","BE14","BE14_2",8.29103181901053
"BE15","BE15","BE15_2",8.2926825922503
"BE16","BE16","BE16_2",8.2543654700673
"BE17","BE17","BE17_2",8.26185865734464
"BE18","BE18","BE18_2",8.29234004229315
"BE19","BE19","BE19_2",8.2620027465447
"BE20","BE20","BE20_2",8.38047913056424
"BE21","BE21","BE21_2",8.31175534990269
"BE22","BE22","BE22_2",8.22343216274385
"BE23","BE23","BE23_2",8.19749126912651
"BE24","BE24","BE24_2",8.1911975734599
"BE25","BE25","BE25_2",8.1628922929157
"BE26","BE26","BE26_2",8.1576221277717
"BE27","BE27","BE27_2",8.16740431273667
"BE28","BE28","BE28_2",8.23769590183012
"BE29","BE29","BE29_2",8.24971108918294
"BE30","BE30","BE30_2",8.35132788152615
"BE31","BE31","BE31_2",8.19727014465205
"BE32","BE32","BE32_2",8.04954604731763
"BE33","BE33","BE33_2",8.06494196428096
"BE34","BE34","BE34_2",8.12756989633198
"BE35","BE35","BE35_2",8.13911871479989
"BE36","BE36","BE36_2",8.07835725179025
"BE37","BE37","BE37_2",8.10126767741436
"BE38","BE38","BE38_2",8.15842329658934
"BE39","BE39","BE39_2",8.22938804269155
"BE40","BE40","BE40_2",8.3469167372921
"BE41","BE41","BE41_2",8.23412728138709
"BE42","BE42","BE42_2",8.13895321908527
"BE43","BE43","BE43_2",8.05756271725976
"BE44","BE44","BE44_2",8.06432926283354
"BE45","BE45","BE45_2",8.04776326203301
"BE46","BE46","BE46_2",8.04724249151838
"BE47","BE47","BE47_2",8.06622773000267
"BE48","BE48","BE48_2",8.15874334286537
"BE49","BE49","BE49_2",8.21199104998134
"BE50","BE50","BE50_2",8.32157318306293
"BE51","BE51","BE51_2",8.21803426702237
"BE52","BE52","BE52_2",8.19146773963787
"BE53","BE53","BE53_2",8.1658906252705
"BE54","BE54","BE54_2",8.10996514662213
"BE55","BE55","BE55_2",7.9783936045738
"BE56","BE56","BE56_2",7.97040794007439
"BE57","BE57","BE57_2",8.0668616548802
"BE58","BE58","BE58_2",8.15703671411491
"BE59","BE59","BE59_2",8.17367740372781
"BE60","BE60","BE60_2",8.3322711160833
"BE61","BE61","BE61_2",8.2720040026095
"BE62","BE62","BE62_2",8.22148326429523
"BE63","BE63","BE63_2",8.19573716941763
"BE64","BE64","BE64_2",8.14139126167603
"BE65","BE65","BE65_2",8.07814745245776
"BE66","BE66","BE66_2",8.05219881069878
"BE67","BE67","BE67_2",8.06406002854622
"BE68","BE68","BE68_2",8.16639353908852
"BE69","BE69","BE69_2",8.16106016593956
"BE70","BE70","BE70_2",8.28838067441149
"BE71","BE71","BE71_2",8.22366382316592
"BE72","BE72","BE72_2",8.114613319869
"BE73","BE73","BE73_2",8.12823929318674
"BE74","BE74","BE74_2",8.09826494023396
"BE75","BE75","BE75_2",8.1110321468895
"BE76","BE76","BE76_2",8.12091963946983
"BE77","BE77","BE77_2",8.12971929238404
"BE78","BE78","BE78_2",8.19861718841402
"BE79","BE79","BE79_2",8.18023967578623
"BE80","BE80","BE80_2",8.2875267661313
"BE81","BE81","BE81_2",8.16686792629191
"BE82","BE82","BE82_2",8.07567796382905
"BE83","BE83","BE83_2",8.09584890119379
"BE84","BE84","BE84_2",8.08641307724412
"BE85","BE85","BE85_2",8.12145286852012
"BE86","BE86","BE86_2",8.16936880008739
"BE87","BE87","BE87_2",8.17822110391088
"BE88","BE88","BE88_2",8.19448697111205
"BE89","BE89","BE89_2",8.14065547054986
"BE90","BE90","BE90_2",8.25746053009683
"BE91","BE91","BE91_2",8.2111084434674
"BE92","BE92","BE92_2",8.0950909649151
"BE93","BE93","BE93_2",8.11391375804685
"BE94","BE94","BE94_2",8.12138529109866
"BE95","BE95","BE95_2",8.12579703874857
"BE96","BE96","BE96_2",8.16164336680456
"BE97","BE97","BE97_2",8.1620124236616
"BE98","BE98","BE98_2",8.16588744468634
"BE99","BE99","BE99_2",8.15644346534202
"BF00","BF00","BF00_2",8.47037238457428
"BF01","BF01","BF01_2",8.44054438274553
"BF02","BF02","BF02_2",8.41931790973063
"BF03","BF03","BF03_2",8.35225645521321
"BF04","BF04","BF04_2",8.42288774177913
"BF05","BF05","BF05_2",8.35087801394256
"BF06","BF06","BF06_2",8.39019238317838
"BF07","BF07","BF07_2",8.40589469977226
"BF08","BF08","BF08_2",8.40459251620798
"BF10","BF10","BF10_2",8.4666123502732
"BF11","BF11","BF11_2",8.42073744078189
"BF12","BF12","BF12_2",8.4384426073525
"BF13","BF13","BF13_2",8.39275799374006
"BF14","BF14","BF14_2",8.36507275143697
"BF15","BF15","BF15_2",8.36120670300466
"BF16","BF16","BF16_2",8.39030937165671
"BF17","BF17","BF17_2",8.40218862088416
"BF18","BF18","BF18_2",8.41899017531595
"BF20","BF20","BF20_2",8.44048114590784
"BF21","BF21","BF21_2",8.41343723168104
"BF22","BF22","BF22_2",8.46148084367166
"BF23","BF23","BF23_2",8.38341503013885
"BF24","BF24","BF24_2",8.33221499473156
"BF25","BF25","BF25_2",8.3074325267769
"BF26","BF26","BF26_2",8.33836126707131
"BF27","BF27","BF27_2",8.36060995815937
"BF28","BF28","BF28_2",8.38474703542532
"BF29","BF29","BF29_2",8.4155146468577
"BF30","BF30","BF30_2",8.37512895413639
"BF31","BF31","BF31_2",8.39960936889266
"BF32","BF32","BF32_2",8.40027783674826
"BF33","BF33","BF33_2",8.37177313979494
"BF34","BF34","BF34_2",8.28255550796213
"BF35","BF35","BF35_2",8.24573688989089
"BF36","BF36","BF36_2",8.26407261730697
"BF37","BF37","BF37_2",8.27741046165546
"BF38","BF38","BF38_2",8.31253530202621
"BF39","BF39","BF39_2",8.40468642047355
"BF40","BF40","BF40_2",8.36591375909756
"BF41","BF41","BF41_2",8.38278927742126
"BF42","BF42","BF42_2",8.34470547208274
"BF43","BF43","BF43_2",8.41535138748428
"BF44","BF44","BF44_2",8.36204601559079
"BF45","BF45","BF45_2",8.27914983735303
"BF46","BF46","BF46_2",8.22251277928805
"BF47","BF47","BF47_2",8.23488028970473
"BF48","BF48","BF48_2",8.33127186910081
"BF49","BF49","BF49_2",8.3984638362232
"BF50","BF50","BF50_2",8.42496647462672
"BF51","BF51","BF51_2",8.35130290191304
"BF52","BF52","BF52_2",8.36341344840479
"BF53","BF53","BF53_2",8.38603501215787
"BF54","BF54","BF54_2",8.35958372090683
"BF55","BF55","BF55_2",8.28272668080832
"BF56","BF56","BF56_2",8.25528827187307
"BF57","BF57","BF57_2",8.21994345367663
"BF58","BF58","BF58_2",8.32099836708804
"BF59","BF59","BF59_2",8.38093884454164
"BF60","BF60","BF60_2",8.45030186932659
"BF61","BF61","BF61_2",8.38173047338884
"BF62","BF62","BF62_2",8.33621075234342
"BF63","BF63","BF63_2",8.34241749419079
"BF64","BF64","BF64_2",8.3520584248083
"BF65","BF65","BF65_2",8.31075223214188
"BF66","BF66","BF66_2",8.2902425800589
"BF67","BF67","BF67_2",8.29499517313047
"BF68","BF68","BF68_2",8.34480397261217
"BF69","BF69","BF69_2",8.3461612832673
"BF70","BF70","BF70_2",8.40019855828081
"BF71","BF71","BF71_2",8.38666687348104
"BF72","BF72","BF72_2",8.33231273789235
"BF73","BF73","BF73_2",8.31323089758811
"BF74","BF74","BF74_2",8.32367921222769
"BF75","BF75","BF75_2",8.32679989277996
"BF76","BF76","BF76_2",8.31997864801193
"BF77","BF77","BF77_2",8.30789933481537
"BF78","BF78","BF78_2",8.30952488057248
"BF79","BF79","BF79_2",8.33673936934683
"BF80","BF80","BF80_2",8.36069571587055
"BF81","BF81","BF81_2",8.31392681069173
"BF82","BF82","BF82_2",8.26817692337754
"BF83","BF83","BF83_2",8.272419838925
"BF84","BF84","BF84_2",8.29471164474971
"BF85","BF85","BF85_2",8.29217589985998
"BF86","BF86","BF86_2",8.28045209031816
"BF87","BF87","BF87_2",8.26906053937606
"BF88","BF88","BF88_2",8.23842363513132
"BF89","BF89","BF89_2",8.28637610020766
"BF90","BF90","BF90_2",8.27870493495695
"BF91","BF91","BF91_2",8.19740565283948
"BF92","BF92","BF92_2",8.21261626781285
"BF93","BF93","BF93_2",8.22652871502303
"BF94","BF94","BF94_2",8.18596561697979
"BF95","BF95","BF95_2",8.23735402734004
"BF96","BF96","BF96_2",8.23664964606273
"BF97","BF97","BF97_2",8.23000251361456
"BF98","BF98","BF98_2",8.22142796144372
"BF99","BF99","BF99_2",8.26456954546561
"BG09","BG09","BG09_2",8.47880764823843
"BG19","BG19","BG19_2",8.49175085434602
"BG26","BG26","BG26_2",8.52048910037237
"BG27","BG27","BG27_2",8.49585413506325
"BG28","BG28","BG28_2",8.4955858393435
"BG29","BG29","BG29_2",8.49227401595581
"BG30","BG30","BG30_2",8.66255408788368
"BG31","BG31","BG31_2",8.63672766843602
"BG32","BG32","BG32_2",8.62652230128836
"BG33","BG33","BG33_2",8.62110908308412
"BG36","BG36","BG36_2",8.53068421170421
"BG37","BG37","BG37_2",8.52239449120299
"BG38","BG38","BG38_2",8.51870394700102
"BG39","BG39","BG39_2",8.4433376070824
"BG40","BG40","BG40_2",8.66396074178445
"BG41","BG41","BG41_2",8.63287044116204
"BG42","BG42","BG42_2",8.63034520998119
"BG43","BG43","BG43_2",8.63449288939829
"BG45","BG45","BG45_2",8.58992787436761
"BG48","BG48","BG48_2",8.54060211678972
"BG49","BG49","BG49_2",8.47666735697069
"BG50","BG50","BG50_2",8.66121771355021
"BG51","BG51","BG51_2",8.66959781481911
"BG52","BG52","BG52_2",8.66300006276417
"BG53","BG53","BG53_2",8.63819538844904
"BG54","BG54","BG54_2",8.61832464581312
"BG55","BG55","BG55_2",8.60571100943903
"BG56","BG56","BG56_2",8.59559627385337
"BG57","BG57","BG57_2",8.56253481386437
"BG58","BG58","BG58_2",8.53460472827485
"BG59","BG59","BG59_2",8.5033550101987
"BG60","BG60","BG60_2",8.67301066018273
"BG61","BG61","BG61_2",8.68118600816323
"BG62","BG62","BG62_2",8.6551361922785
"BG63","BG63","BG63_2",8.63036199044101
"BG64","BG64","BG64_2",8.59368667407221
"BG65","BG65","BG65_2",8.5744149630654
"BG66","BG66","BG66_2",8.58748806582423
"BG67","BG67","BG67_2",8.56935603344278
"BG68","BG68","BG68_2",8.5008646918567
"BG69","BG69","BG69_2",8.47361155535022
"BG70","BG70","BG70_2",8.67991785389302
"BG71","BG71","BG71_2",8.669882493441
"BG72","BG72","BG72_2",8.58718179410459
"BG73","BG73","BG73_2",8.57860688501429
"BG74","BG74","BG74_2",8.56045280560197
"BG75","BG75","BG75_2",8.54448164443125
"BG76","BG76","BG76_2",8.58306700028134
"BG77","BG77","BG77_2",8.5469545758012
"BG78","BG78","BG78_2",8.47112577678991
"BG79","BG79","BG79_2",8.43751087652663
"BG80","BG80","BG80_2",8.66973079905183
"BG81","BG81","BG81_2",8.58269584937323
"BG82","BG82","BG82_2",8.5636371895872
"BG83","BG83","BG83_2",8.54568734714809
"BG84","BG84","BG84_2",8.47787043004669
"BG85","BG85","BG85_2",8.54532205909607
"BG86","BG86","BG86_2",8.56079910941389
"BG87","BG87","BG87_2",8.51079602066818
"BG88","BG88","BG88_2",8.4670255159861
"BG89","BG89","BG89_2",8.35175213671068
"BG90","BG90","BG90_2",8.65397479563735
"BG91","BG91","BG91_2",8.5904225408292
"BG92","BG92","BG92_2",8.49659639663284
"BG93","BG93","BG93_2",8.46441899492424
"BG94","BG94","BG94_2",8.47631993291919
"BG95","BG95","BG95_2",8.5288258911131
"BG96","BG96","BG96_2",8.47100301576135
"BG97","BG97","BG97_2",8.43269948382731
"BG98","BG98","BG98_2",8.42921038013624
"BG99","BG99","BG99_2",8.26347321728544
"BH49","BH49","BH49_2",8.69364553689957
"BH57","BH57","BH57_2",8.7693858677616
"BH58","BH58","BH58_2",8.72043267290208
"BH59","BH59","BH59_2",8.66751425812178
"BH66","BH66","BH66_2",8.80208978240129
"BH67","BH67","BH67_2",8.77806897262245
"BH68","BH68","BH68_2",8.73029042391949
"BH69","BH69","BH69_2",8.68246449629732
"BH76","BH76","BH76_2",8.82088640382081
"BH77","BH77","BH77_2",8.78295706558261
"BH78","BH78","BH78_2",8.70094046936588
"BH79","BH79","BH79_2",8.680075428973
"BH86","BH86","BH86_2",8.82344362504565
"BH87","BH87","BH87_2",8.80398748685622
"BH88","BH88","BH88_2",8.72112970968197
"BH89","BH89","BH89_2",8.6787963943792
"BH96","BH96","BH96_2",8.80917953398533
"BH97","BH97","BH97_2",8.79193456938965
"BH98","BH98","BH98_2",8.7356391910427
"BH99","BH99","BH99_2",8.6674971420106
"CB70","CB70","CB70_2",8.22499212659531
"CB80","CB80","CB80_2",8.21404058167206
"CB81","CB81","CB81_2",8.25433449880372
"CB82","CB82","CB82_2",8.23210527876334
"CB90","CB90","CB90_2",8.26247204345918
"CB91","CB91","CB91_2",8.21332814011467
"CB92","CB92","CB92_2",8.17223401116721
"CB93","CB93","CB93_2",8.10838794532581
"CB94","CB94","CB94_2",8.17971565947766
"CC01","CC01","CC01_2",8.28302597204807
"CC03","CC03","CC03_2",8.26220870885364
"CC04","CC04","CC04_2",8.2265843443208
"CC05","CC05","CC05_2",8.21977205657942
"CC06","CC06","CC06_2",8.16017457535819
"CC10","CC10","CC10_2",8.29798586275594
"CC11","CC11","CC11_2",8.28661724832157
"CC14","CC14","CC14_2",8.26374849494051
"CC15","CC15","CC15_2",8.24166728113315
"CC16","CC16","CC16_2",8.19909269116391
"CC20","CC20","CC20_2",8.28583726356074
"CC21","CC21","CC21_2",8.19441441180877
"CC22","CC22","CC22_2",8.28207088909098
"CC23","CC23","CC23_2",8.285319053553
"CC24","CC24","CC24_2",8.26205943658321
"CC25","CC25","CC25_2",8.24185770940546
"CC26","CC26","CC26_2",8.21391021012377
"CC30","CC30","CC30_2",8.24311085968395
"CC31","CC31","CC31_2",8.23324093186807
"CC32","CC32","CC32_2",8.18208384143078
"CC33","CC33","CC33_2",8.27420235845267
"CC34","CC34","CC34_2",8.2005074409903
"CC35","CC35","CC35_2",8.12516447584642
"CC36","CC36","CC36_2",8.12006269370043
"CC40","CC40","CC40_2",8.17141548290799
"CC41","CC41","CC41_2",8.1994980952073
"CC42","CC42","CC42_2",8.2433359183323
"CC43","CC43","CC43_2",8.2962425075048
"CC44","CC44","CC44_2",8.24359121571786
"CC45","CC45","CC45_2",8.08110186494144
"CC46","CC46","CC46_2",8.10231549075589
"CC47","CC47","CC47_2",8.28534074628756
"CC50","CC50","CC50_2",8.13379031426923
"CC51","CC51","CC51_2",8.14543763726041
"CC52","CC52","CC52_2",8.2057675703317
"CC53","CC53","CC53_2",8.25743086192216
"CC54","CC54","CC54_2",8.2839032594457
"CC55","CC55","CC55_2",8.1822608571775
"CC56","CC56","CC56_2",8.17502527175181
"CC57","CC57","CC57_2",8.26950720697218
"CC60","CC60","CC60_2",8.19589309466238
"CC61","CC61","CC61_2",8.19674577890352
"CC62","CC62","CC62_2",8.24434937635593
"CC63","CC63","CC63_2",8.26642099915285
"CC64","CC64","CC64_2",8.33282703096754
"CC65","CC65","CC65_2",8.31085291207374
"CC66","CC66","CC66_2",8.29463645942698
"CC67","CC67","CC67_2",8.23261015321373
"CC68","CC68","CC68_2",8.26288448361758
"CC70","CC70","CC70_2",8.16367278101174
"CC71","CC71","CC71_2",8.17431619163281
"CC72","CC72","CC72_2",8.23092060526172
"CC73","CC73","CC73_2",8.35141751924417
"CC74","CC74","CC74_2",8.34839502881386
"CC75","CC75","CC75_2",8.32188638073251
"CC76","CC76","CC76_2",8.31746062050377
"CC77","CC77","CC77_2",8.2744602399566
"CC78","CC78","CC78_2",8.25291569810337
"CC79","CC79","CC79_2",8.22929712638425
"CC80","CC80","CC80_2",8.11347290647729
"CC81","CC81","CC81_2",8.05985654990748
"CC82","CC82","CC82_2",8.05015721608211
"CC83","CC83","CC83_2",8.27268283653938
"CC84","CC84","CC84_2",8.33760500314643
"CC85","CC85","CC85_2",8.33452797376994
"CC86","CC86","CC86_2",8.34112638940481
"CC87","CC87","CC87_2",8.30927235505819
"CC88","CC88","CC88_2",8.29687192090712
"CC89","CC89","CC89_2",8.22365686593265
"CC90","CC90","CC90_2",8.00090849235663
"CC91","CC91","CC91_2",8.04382906960647
"CC92","CC92","CC92_2",8.11306536744813
"CC93","CC93","CC93_2",8.2047469073724
"CC94","CC94","CC94_2",8.3530692587751
"CC95","CC95","CC95_2",8.35852028025492
"CC96","CC96","CC96_2",8.32535544893731
"CC97","CC97","CC97_2",8.29361982152469
"CC98","CC98","CC98_2",8.29748606569077
"CC99","CC99","CC99_2",8.295844101245
"CD00","CD00","CD00_2",8.20129236592014
"CD01","CD01","CD01_2",8.17979747672756
"CD02","CD02","CD02_2",8.24027988364855
"CD03","CD03","CD03_2",8.29555254970939
"CD04","CD04","CD04_2",8.26451212302529
"CD05","CD05","CD05_2",8.21728409050179
"CD06","CD06","CD06_2",8.11684492497548
"CD07","CD07","CD07_2",8.20515657924613
"CD08","CD08","CD08_2",8.23454807431733
"CD09","CD09","CD09_2",8.23878755223938
"CD10","CD10","CD10_2",8.1302679843775
"CD11","CD11","CD11_2",8.16836789849177
"CD12","CD12","CD12_2",8.18534078721388
"CD13","CD13","CD13_2",8.28224448115935
"CD14","CD14","CD14_2",8.30461031993352
"CD15","CD15","CD15_2",8.32941696265464
"CD16","CD16","CD16_2",8.23400833493068
"CD17","CD17","CD17_2",8.23309795518485
"CD18","CD18","CD18_2",8.27846284635537
"CD20","CD20","CD20_2",8.11034188935542
"CD21","CD21","CD21_2",8.15927693255568
"CD22","CD22","CD22_2",8.26799885868417
"CD23","CD23","CD23_2",8.2598950326004
"CD24","CD24","CD24_2",8.19388674385175
"CD25","CD25","CD25_2",8.34469335406444
"CD26","CD26","CD26_2",8.28705114973372
"CD27","CD27","CD27_2",8.32204676653868
"CD28","CD28","CD28_2",8.29498494246689
"CD29","CD29","CD29_2",8.23974446203473
"CD30","CD30","CD30_2",8.07680857342953
"CD31","CD31","CD31_2",8.21872841931905
"CD32","CD32","CD32_2",8.23136856134537
"CD33","CD33","CD33_2",8.29393945177301
"CD34","CD34","CD34_2",8.30873507419098
"CD35","CD35","CD35_2",8.35665412158667
"CD36","CD36","CD36_2",8.3355577047071
"CD37","CD37","CD37_2",8.22403386012444
"CD38","CD38","CD38_2",8.20704313075213
"CD39","CD39","CD39_2",8.22304031641528
"CD40","CD40","CD40_2",8.23017736510016
"CD41","CD41","CD41_2",8.17768307491112
"CD42","CD42","CD42_2",8.14705696655645
"CD43","CD43","CD43_2",8.33703449150968
"CD44","CD44","CD44_2",8.21445968675152
"CD45","CD45","CD45_2",8.19910468617011
"CD46","CD46","CD46_2",8.24665286054377
"CD47","CD47","CD47_2",8.23247323285811
"CD48","CD48","CD48_2",8.20060046913656
"CD49","CD49","CD49_2",8.21673608758497
"CD50","CD50","CD50_2",8.24691091548692
"CD51","CD51","CD51_2",8.17082353151337
"CD52","CD52","CD52_2",8.14658846917541
"CD53","CD53","CD53_2",8.2695763368631
