comparison,transition,source_cluster,target_cluster,trait_family,trait_value,n_species_in_trait_group,mean_expected_richness_delta_per_species,median_expected_richness_delta_per_species,q10_expected_richness_delta_per_species,q90_expected_richness_delta_per_species,mean_expected_richness_gain_per_species,mean_expected_richness_loss_per_species,absolute_change_share_per_species,prop_sites_increase,n_sites,mean_expected_richness_delta,median_expected_richness_delta,q10_expected_richness_delta,q90_expected_richness_delta,mean_expected_richness_gain,mean_expected_richness_loss,total_absolute_trait_change,total_absolute_trait_change_per_species,absolute_change_share,driver_direction,driver_direction_per_species
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Passerine seedeaters,12,0.1637057430116823,0.14802736739052028,0.05337058563867528,0.2972132528803961,0.1693352735908247,-0.005629530579142422,0.06144952891125026,0.9507042253521126,142,1.9644689161401876,1.7763284086862432,0.6404470276641033,3.5665590345647527,2.0320232830898965,-0.06755436694970907,15.426941276294938,2.664068316099179,0.1273401435162519,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Plovers,6,0.0031262066824305668,0.017427828078622913,-0.13575659471792167,0.13477819133078006,0.055915299402072745,-0.05278909271964219,0.0011734709142174201,0.5633802816901409,142,0.0187572400945834,0.10456696847173748,-0.81453956830753,0.8086691479846804,0.3354917964124365,-0.31673455631785313,15.426941276294938,2.664068316099179,0.0012158755101638848,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Rails,5,0.04116680492704419,0.024098531596160315,-0.08809051977221105,0.19309374601216653,0.07922837588343347,-0.03806157095638928,0.01545260858299687,0.6126760563380281,142,0.20583402463522096,0.12049265798080157,-0.44045259886105526,0.9654687300608327,0.39614187941716733,-0.19030785478194642,15.426941276294938,2.664068316099179,0.013342503931839413,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Reedlings,1,0.043196863200919366,0.009583082114822002,-0.01615334999722588,0.12854973684487958,0.05016552597619722,-0.006968662775277848,0.016214622928352566,0.704225352112676,142,0.043196863200919366,0.009583082114822002,-0.01615334999722588,0.12854973684487958,0.05016552597619722,-0.006968662775277848,15.426941276294938,2.664068316099179,0.0028000925411763725,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Scolopacids,9,-0.044127507105333835,-0.03962220943526003,-0.1294550882705201,0.04649004687471919,0.026743036717796164,-0.07087054382313,0.01656395477498372,0.29577464788732394,142,-0.3971475639480045,-0.35659988491734024,-1.165095794434681,0.41841042187247274,0.24068733046016547,-0.63783489440817,15.426941276294938,2.664068316099179,0.025743765846717913,Loss,Loss
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Shrikes,2,0.0735056835479293,0.05436587987992452,-0.037435704537506234,0.23541200082312103,0.08389199831854592,-0.010386314770616623,0.02759151599218704,0.7605633802816901,142,0.1470113670958586,0.10873175975984904,-0.07487140907501247,0.47082400164624205,0.16778399663709184,-0.020772629541233247,15.426941276294938,2.664068316099179,0.00952952140433415,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Starlings,1,0.012868214859634684,0.002725894541430518,-0.022287775089702984,0.07316902676098026,0.024596825624925288,-0.0117286107652906,0.0048302871145875,0.6408450704225352,142,0.012868214859634684,0.002725894541430518,-0.022287775089702984,0.07316902676098026,0.024596825624925288,-0.0117286107652906,15.426941276294938,2.664068316099179,8.34139096608088e-4,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Terns,5,-0.036183317846918625,-0.016615335658689414,-0.12130802670934919,0.013349040539128592,0.011432188220827656,-0.04761550606774628,0.013581978220400703,0.18309859154929578,142,-0.18091658923459314,-0.08307667829344707,-0.606540133546746,0.06674520269564296,0.05716094110413828,-0.2380775303387314,15.426941276294938,2.664068316099179,0.011727314312953914,Loss,Loss
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Thrushes,4,0.1509442139537556,0.15329171107664774,0.04217129579525219,0.2601782385437029,0.1528497891713656,-0.0019055752176100119,0.0566592879925742,0.971830985915493,142,0.6037768558150224,0.613166844306591,0.16868518318100875,1.0407129541748117,0.6113991566854624,-0.0076223008704400476,15.426941276294938,2.664068316099179,0.03913782032364295,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Tit-like birds,12,0.19324294708688114,0.1806203288006362,0.01316596940281622,0.3938017099717326,0.2007643370951602,-0.007521390008279071,0.07253678365494551,0.9295774647887324,142,2.3189153650425736,2.1674439456076344,0.15799163283379464,4.725620519660791,2.4091720451419225,-0.09025668009934885,15.426941276294938,2.664068316099179,0.15031595204201773,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Wading birds,2,0.062392645509785544,0.05414638342744253,0.009709985345729803,0.11966467626484674,0.06898447978327168,-0.0065918342734861265,0.023420062140577163,0.9366197183098591,142,0.12478529101957109,0.10829276685488506,0.019419970691459607,0.23932935252969348,0.13796895956654337,-0.013183668546972253,15.426941276294938,2.664068316099179,0.008088790174583497,Gain,Gain
1990s minus 1970s,Cluster 1 to Cluster 2,Cluster 1,Cluster 2,Foraging guild,Woodpeckers,5,0.11891084822020423,0.11991894751719907,0.026505823134591495,0.2058761264268115,0.12525177006872504,-0.0063409218485208085,0.04463505965729798,0.9436619718309859,142,0.5945542411010212,0.5995947375859954,0.13252911567295747,1.0293806321340575,0.6262588503436252,-0.03170460924260404,15.426941276294938,2.664068316099179,0.03853999509381773,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,cold,31,0.11631230387991216,0.10999709606838706,0.015573729310225404,0.22803571592334398,0.13444119123609233,-0.018128887356180148,0.19428894280739578,0.9497716894977168,219,3.605681420277277,3.409909978119999,0.48278560861698755,7.069107193623664,4.167676928318862,-0.5619955080415846,18.70465720405977,0.5986563218639565,0.1927691794049387,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,medium,31,0.1601333319080312,0.1534719234893573,0.06796159937146927,0.2545092316539654,0.16795202835760556,-0.00781869644957437,0.2674879159539239,0.9954337899543378,219,4.964133289148967,4.757629628170076,2.1068095805155473,7.889786181272926,5.206512879085772,-0.2423795899368055,18.70465720405977,0.5986563218639565,0.2653955768872108,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,very cold,32,0.09149316627740407,0.08652271226237629,0.026218731957470605,0.16044792658207438,0.09919715507778154,-0.007703988800377478,0.15283086962572112,0.9680365296803652,219,2.9277813208769303,2.7687267923960412,0.8389994226390594,5.13433365062638,3.1743089624890093,-0.2465276416120793,18.70465720405977,0.5986563218639565,0.15652686327988236,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,very warm,32,0.05481805999971725,0.053201625323300944,0.005873113337770575,0.10311402637636684,0.06746835071598109,-0.012650290716263835,0.09156849764659222,0.908675799086758,219,1.754177919990952,1.7024520103456302,0.1879396268086584,3.299648844043739,2.158987222911395,-0.4048093029204427,18.70465720405977,0.5986563218639565,0.09378294939349194,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Thermal affinity,warm,31,0.17589945979889177,0.1691979743562068,0.07684915453241646,0.2701378230035668,0.18036355932162604,-0.004464099522734244,0.29382377396636694,1,219,5.452883253765645,5.24513720504241,2.3823237905049104,8.37427251311057,5.591270338970407,-0.13838708520476156,18.70465720405977,0.5986563218639565,0.2915254310344762,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,long-distance,44,0.08674170246187615,0.08079133826335183,0.004580976126224231,0.17006427013660647,0.10159081325494225,-0.014849110793066101,0.16063318927766773,0.91324200913242,219,3.8166349083225506,3.5548188835874805,0.20156294955386617,7.482827886010685,4.469995783217459,-0.6533608748949085,18.70465720405977,0.5399986319884116,0.20404730579580818,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,sedentary,35,0.14979351544665662,0.14443483365708737,0.048386864035587285,0.2571070905427956,0.161884411433586,-0.012090895986929426,0.27739610171803397,0.9680365296803652,219,5.242773040632981,5.055219177998058,1.693540241245555,8.998748168997848,5.665954400175511,-0.42318135954252994,18.70465720405977,0.5399986319884116,0.28029238833070186,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,sedentary and short-distance,31,0.16459133303547915,0.16250759660731512,0.07645285030903398,0.2609624294070273,0.16939727723732614,-0.004805944201846967,0.30479953704588514,1,219,5.102331324099854,5.0377354948267685,2.3700383595800534,8.089835311617847,5.25131559435711,-0.14898427025725597,18.70465720405977,0.5399986319884116,0.27278400605986053,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,short-and long-distance,8,0.028164297733135453,0.025392031171240562,0.0087765070541422,0.047486277657668476,0.029276356283388018,-0.0011120585502525635,0.05215623904347199,0.9771689497716894,219,0.22531438186508362,0.2031362493699245,0.0702120564331376,0.3798902212613478,0.23421085026710414,-0.008896468402020508,18.70465720405977,0.5399986319884116,0.012045897415119697,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Migratory strategy,short-distance,39,0.11070778331126416,0.1067821254757226,0.04133935777792663,0.1793726474680932,0.11993024881431438,-0.009222465503050227,0.20501493291494108,0.9954337899543378,219,4.317603549139302,4.164502893553181,1.6122349533391387,6.995533251255635,4.677279703758261,-0.35967615461895885,18.70465720405977,0.5399986319884116,0.2308304023985098,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Aerial insectivores,4,0.08599273205317556,0.08838035753602946,-0.028325645739057173,0.19836971812038046,0.10991331199591207,-0.023920579942736504,0.025984412810476188,0.8356164383561644,219,0.34397092821270225,0.35352143014411785,-0.11330258295622869,0.7934788724815218,0.4396532479836483,-0.09568231977094602,18.708604710397278,3.309396778768297,0.018385707193949153,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Aquatic pursuers,6,0.07668457969189807,0.06585996912777663,0.008693296968136201,0.15936288576678095,0.07971523403058785,-0.0030306543386897735,0.023171769605830946,0.9269406392694064,219,0.4601074781513884,0.39515981476665973,0.0521597818088172,0.9561773146006857,0.4782914041835271,-0.018183926032138642,18.708604710397278,3.309396778768297,0.02459336146514894,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Buntings,3,0.02291764162077867,0.008809158586470875,-0.13091576773328728,0.20466518226067745,0.08200051889755394,-0.059082877276775254,0.006925020827906964,0.547945205479452,219,0.06875292486233602,0.026427475759412622,-0.39274730319986184,0.6139955467820324,0.24600155669266183,-0.17724863183032577,18.708604710397278,3.309396778768297,0.003674935994779273,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Columbids,4,0.09253046742185694,0.08645509800159179,0.022254947771171464,0.1767366587557666,0.09524572641303154,-0.0027152589911745837,0.02795991946795067,0.958904109589041,219,0.3701218696874278,0.34582039200636716,0.08901979108468586,0.7069466350230664,0.38098290565212617,-0.010861035964698335,18.708604710397278,3.309396778768297,0.01978351007019423,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Cuckoos,1,0.16670396629126863,0.15637676797100708,0.029381549322541223,0.3341717899447546,0.1693485295648754,-0.0026445632736067596,0.05037291610385658,0.954337899543379,219,0.16670396629126863,0.15637676797100708,0.029381549322541223,0.3341717899447546,0.1693485295648754,-0.0026445632736067596,18.708604710397278,3.309396778768297,0.008910550459095603,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Dabbling ducks,7,0.11567354274991866,0.11942602969431228,0.037126488090728306,0.19727009784930744,0.11813748378842245,-0.002463941038503802,0.03495305957026115,0.9680365296803652,219,0.8097147992494306,0.835982207860186,0.2598854166350981,1.380890684945152,0.8269623865189571,-0.017247587269526615,18.708604710397278,3.309396778768297,0.04328034141420674,Gain,Gain
1990s minus 1970s,Cluster 3 to Cluster 2,Cluster 3,Cluster 2,Foraging guild,Dippers,1,0.005205232818169378,4.6140961742687316e-4,-0.004149767928361125,0.024286384695935165,0.00684680748412945,-0.0016415746659600714,0.0015728645327643912,0.5662100456621004,219,0.005205232818169378,4.6140961742687316e-4,-0.004149767928361125,0.024286384695935165,0.00684680748412945,-0.0016415746659600714,18.708604710397278,3.309396778768297,2.7822667156341053e-4,Gain,Gain
