bioregion,effect_direction,variable_label,n_supported_species,weighted_dependency,mean_species_weight,total_weighted_dependency,dependency_share,raw_tiles,tile_n,remainder,tile_within_variable,tile_id,tile_col,tile_row
Cluster 1,Positive,Land-use heterogeneity,54,0.004884054493939135,0.0057929394754272605,0.03711990882570075,0.13157506708522831,13.157506708522831,13,0.15750670852283122,9,32,2,7
Cluster 1,Positive,Land-use heterogeneity,54,0.004884054493939135,0.0057929394754272605,0.03711990882570075,0.13157506708522831,13.157506708522831,13,0.15750670852283122,10,33,3,7
Cluster 1,Positive,Land-use heterogeneity,54,0.004884054493939135,0.0057929394754272605,0.03711990882570075,0.13157506708522831,13.157506708522831,13,0.15750670852283122,11,34,4,7
Cluster 1,Positive,Land-use heterogeneity,54,0.004884054493939135,0.0057929394754272605,0.03711990882570075,0.13157506708522831,13.157506708522831,13,0.15750670852283122,12,35,5,7
Cluster 1,Positive,Land-use heterogeneity,54,0.004884054493939135,0.0057929394754272605,0.03711990882570075,0.13157506708522831,13.157506708522831,13,0.15750670852283122,13,36,6,7
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,1,37,7,7
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,2,38,8,7
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,3,39,9,7
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,4,40,10,7
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,5,41,1,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,6,42,2,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,7,43,3,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,8,44,4,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,9,45,5,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,10,46,6,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,11,47,7,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,12,48,8,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,13,49,9,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,14,50,10,6
Cluster 1,Positive,Urban (% coverage),59,0.005634322282664519,0.008949846419184074,0.03711990882570075,0.1517870722452712,15.178707224527118,15,0.17870722452711796,15,51,1,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,1,52,2,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,2,53,3,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,3,54,4,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,4,55,5,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,5,56,6,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,6,57,7,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,7,58,8,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,8,59,9,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,9,60,10,5
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,10,61,1,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,11,62,2,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,12,63,3,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,13,64,4,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,14,65,5,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,15,66,6,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,16,67,7,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,17,68,8,4
Cluster 1,Positive,Cropland (% coverage),59,0.006803813635124744,0.009498097252321182,0.03711990882570075,0.18329284339227633,18.329284339227634,18,0.3292843392276339,18,69,9,4
Cluster 1,Positive,Pasture (% coverage),33,9.85019296853285e-4,0.006881689904712217,0.03711990882570075,0.026536145373592245,2.6536145373592244,3,0.6536145373592244,1,70,10,4
Cluster 1,Positive,Pasture (% coverage),33,9.85019296853285e-4,0.006881689904712217,0.03711990882570075,0.026536145373592245,2.6536145373592244,3,0.6536145373592244,2,71,1,3
Cluster 1,Positive,Pasture (% coverage),33,9.85019296853285e-4,0.006881689904712217,0.03711990882570075,0.026536145373592245,2.6536145373592244,3,0.6536145373592244,3,72,2,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,1,73,3,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,2,74,4,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,3,75,5,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,4,76,6,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,5,77,7,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,6,78,8,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,7,79,9,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,8,80,10,3
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,9,81,1,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,10,82,2,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,11,83,3,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,12,84,4,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,13,85,5,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,14,86,6,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,15,87,7,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,16,88,8,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,17,89,9,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,18,90,10,2
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,19,91,1,1
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,20,92,2,1
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,21,93,3,1
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,22,94,4,1
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,23,95,5,1
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,24,96,6,1
Cluster 1,Positive,Forest (% coverage),88,0.009150169924825787,0.006827277168909989,0.03711990882570075,0.24650302800556648,24.65030280055665,25,0.6503028005566485,25,97,7,1
Cluster 1,Positive,Grass/Shrubland (% coverage),33,9.202270251136908e-4,0.0074352425123488525,0.03711990882570075,0.024790659627820857,2.479065962782086,3,0.4790659627820859,1,98,8,1
Cluster 1,Positive,Grass/Shrubland (% coverage),33,9.202270251136908e-4,0.0074352425123488525,0.03711990882570075,0.024790659627820857,2.479065962782086,3,0.4790659627820859,2,99,9,1
Cluster 1,Positive,Grass/Shrubland (% coverage),33,9.202270251136908e-4,0.0074352425123488525,0.03711990882570075,0.024790659627820857,2.479065962782086,3,0.4790659627820859,3,100,10,1
Cluster 1,Negative,Temperature,23,6.546425898885913e-4,0.003066348181496214,0.020555223582436902,0.031847991692386196,3.1847991692386195,3,0.1847991692386195,1,1,1,10
Cluster 1,Negative,Temperature,23,6.546425898885913e-4,0.003066348181496214,0.020555223582436902,0.031847991692386196,3.1847991692386195,3,0.1847991692386195,2,2,2,10
Cluster 1,Negative,Temperature,23,6.546425898885913e-4,0.003066348181496214,0.020555223582436902,0.031847991692386196,3.1847991692386195,3,0.1847991692386195,3,3,3,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,1,4,4,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,2,5,5,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,3,6,6,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,4,7,7,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,5,8,8,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,6,9,9,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,7,10,10,10
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,8,11,1,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,9,12,2,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,10,13,3,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,11,14,4,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,12,15,5,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,13,16,6,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,14,17,7,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,15,18,8,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,16,19,9,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,17,20,10,9
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,18,21,1,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,19,22,2,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,20,23,3,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,21,24,4,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,22,25,5,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,23,26,6,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,24,27,7,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,25,28,8,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,26,29,9,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,27,30,10,8
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,28,31,1,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,29,32,2,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,30,33,3,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,31,34,4,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,32,35,5,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,33,36,6,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,34,37,7,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,35,38,8,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,36,39,9,7
Cluster 1,Negative,Precipitation,66,0.007700106723609439,0.00794889635466998,0.020555223582436902,0.3746058364545681,37.46058364545681,37,0.46058364545680774,37,40,10,7
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,1,41,1,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,2,42,2,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,3,43,3,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,4,44,4,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,5,45,5,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,6,46,6,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,7,47,7,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,8,48,8,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,9,49,9,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,10,50,10,6
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,11,51,1,5
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,12,52,2,5
Cluster 1,Negative,Urban (% coverage),33,0.0026458361310075923,0.004426672575347637,0.020555223582436902,0.12871843112756443,12.871843112756443,13,0.8718431127564426,13,53,3,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,1,54,4,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,2,55,5,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,3,56,6,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,4,57,7,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,5,58,8,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,6,59,9,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,7,60,10,5
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,8,61,1,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,9,62,2,4
Cluster 1,Negative,Cropland (% coverage),31,0.0055306792389562195,0.004459900138639766,0.020555223582436902,0.2690644164864168,26.90644164864168,27,0.9064416486416818,10,63,3,4
