response,response_label,atlas,period,bandwidth,bandwidth_value,survey,site,X,Y,predictor,driver_label,coefficient,local_se,local_t,abs_local_t,local_r2,direction,supported,dominant_driver,direction_plot
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,AF98_1,AF98,447500.13873657817,6192499.683587027,perc_cropland,Cropland (% coverage),-0.05002680834807913,0.0064012430635576965,-7.815170874057565,7.815170874057565,0.3376876998235974,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,AF99_1,AF99,447500.1235891788,6197499.754315107,perc_cropland,Cropland (% coverage),-0.051054631185161944,0.006290800126345341,-8.115761136862297,8.115761136862297,0.34197214347981775,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC10_1,BC10,457500.06312543934,6302499.745828598,perc_cropland,Cropland (% coverage),-0.04246644809687389,0.004988131875845046,-8.513497468364266,8.513497468364266,0.3975190095968318,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC11_1,BC11,457500.0287272008,6307499.784091797,perc_cropland,Cropland (% coverage),-0.041775236292059696,0.0050664070535053635,-8.245534922654132,8.245534922654132,0.3943293024508833,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC20_1,BC20,462500.0832758646,6302499.782276433,perc_cropland,Cropland (% coverage),-0.04133573936808182,0.004890376851380161,-8.452465039870303,8.452465039870303,0.38428734094762435,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC21_1,BC21,462500.08463837503,6307499.738256342,perc_cropland,Cropland (% coverage),-0.04059588809311165,0.004962775581862462,-8.180077342501264,8.180077342501264,0.3808878206881613,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC30_1,BC30,467500.03225555073,6302499.688678854,perc_cropland,Cropland (% coverage),-0.040182644561215126,0.004795648050681224,-8.378981138014739,8.378981138014739,0.3713746173717808,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC31_1,BC31,467500.0700814336,6307499.683991895,perc_cropland,Cropland (% coverage),-0.03941475309365317,0.004861920700118081,-8.106827635567134,8.106827635567134,0.3679417587518505,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC32_1,BC32,467500.03942602925,6312499.716500132,perc_cropland,Cropland (% coverage),-0.038607932690603426,0.004944088000930335,-7.808908879319811,7.808908879319811,0.3635755727757404,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC33_1,BC33,467500.06162332307,6317499.67391025,perc_cropland,Cropland (% coverage),-0.03773725607869556,0.005045315733398243,-7.479661942440588,7.479661942440588,0.3587680626407472,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC34_1,BC34,467500.01645873167,6322499.668462578,perc_cropland,Cropland (% coverage),-0.036763119942246424,0.005167611967648391,-7.114140955706491,7.114140955706491,0.35348944030778284,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC40_1,BC40,472500.05137193855,6302499.68679326,perc_cropland,Cropland (% coverage),-0.03901799628693302,0.00470639614630989,-8.290419053977336,8.290419053977336,0.35884393184489183,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC41_1,BC41,472500.0641984955,6307499.732148187,perc_cropland,Cropland (% coverage),-0.038237735497941676,0.004767727821249241,-8.020117114806823,8.020117114806823,0.3554891959710426,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC43_1,BC43,472500.07431792136,6317499.709834675,perc_cropland,Cropland (% coverage),-0.036519025980104675,0.00493663636948118,-7.39755235080089,7.39755235080089,0.3460601175595102,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC44_1,BC44,472500.07316175365,6322499.753427244,perc_cropland,Cropland (% coverage),-0.03550511424351117,0.005048207190539008,-7.033212565057221,7.033212565057221,0.34051520565111365,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC45_1,BC45,472500.04746136797,6327499.722303724,perc_cropland,Cropland (% coverage),-0.03433973808582134,0.005180157110016263,-6.629092005611684,6.629092005611684,0.33435355246207427,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC50_1,BC50,477500.03517784266,6302499.666388486,perc_cropland,Cropland (% coverage),-0.03784302443255731,0.004625826131712888,-8.180814270800207,8.180814270800207,0.3467738366950317,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC51_1,BC51,477500.0219923793,6307499.660629535,perc_cropland,Cropland (% coverage),-0.037063323558156974,0.0046843317967874476,-7.912190076624226,7.912190076624226,0.34349672070968035,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC52_1,BC52,477500.0270955203,6312499.691159323,perc_cropland,Cropland (% coverage),-0.03622985501518845,0.0047552265029881125,-7.618954637055071,7.618954637055071,0.33910257820816014,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC53_1,BC53,477500.050134716,6317499.646637439,perc_cropland,Cropland (% coverage),-0.03530975583586549,0.004841355779863897,-7.293361083423235,7.293361083423235,0.3338853089798793,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC54_1,BC54,477500.091967421,6322499.63835183,perc_cropland,Cropland (% coverage),-0.03427575167631164,0.0049439867630275336,-6.932816230948464,6.932816230948464,0.32810756022936527,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC55_1,BC55,477500.0922437846,6327499.666607962,perc_forest,Forest (% coverage),-0.023323908494293333,0.0035643391447284047,-6.5436838491614875,6.5436838491614875,0.3217027839182961,Negative,TRUE,Forest (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC60_1,BC60,482500.0626082632,6302499.738540966,perc_cropland,Cropland (% coverage),-0.03669395605997541,0.004554066911112645,-8.057403805472498,8.057403805472498,0.33505302094330397,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC62_1,BC62,482500.04548227973,6312499.681136523,perc_cropland,Cropland (% coverage),-0.03506964391291118,0.0046791028025485164,-7.4949505050006975,7.4949505050006975,0.3273487877800997,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC64_1,BC64,482500.09264614136,6322499.657199486,perc_cropland,Cropland (% coverage),-0.03309126990673003,0.004856221197142575,-6.814201528999771,6.814201528999771,0.31599564118548323,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC65_1,BC65,482500.0574243303,6327499.644156614,perc_forest,Forest (% coverage),-0.022597988314747835,0.003480605899158327,-6.49254439297837,6.49254439297837,0.3094517032595212,Negative,TRUE,Forest (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC70_1,BC70,487500.0281488765,6302499.681272506,perc_cropland,Cropland (% coverage),-0.035596082157966606,0.004491482419049932,-7.9252413428117405,7.9252413428117405,0.32357107403430596,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC71_1,BC71,487500.02372481115,6307499.714883644,perc_cropland,Cropland (% coverage),-0.03480905771174944,0.004549596030392964,-7.651021646584052,7.651021646584052,0.3201979749703118,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC72_1,BC72,487500.06305016344,6312499.673261789,perc_cropland,Cropland (% coverage),-0.03397875823427986,0.004614361941477856,-7.363695927025043,7.363695927025043,0.31577464224757223,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC73_1,BC73,487500.0249803983,6317499.668063927,perc_cropland,Cropland (% coverage),-0.03304802300544406,0.004691242221048773,-7.044620901722667,7.044620901722667,0.31031132249740334,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC74_1,BC74,487500.03132666176,6322499.698896714,perc_cropland,Cropland (% coverage),-0.03199337763408875,0.0047826714104592565,-6.689436695174629,6.689436695174629,0.30424959328420986,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC75_1,BC75,487500.08176904864,6327499.654417714,perc_forest,Forest (% coverage),-0.021931250347115367,0.003407707896476207,-6.435777658582097,6.435777658582097,0.2977060805553055,Negative,TRUE,Forest (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC81_1,BC81,492500.041047909,6307499.729905474,perc_cropland,Cropland (% coverage),-0.03377929155751795,0.004498847370351504,-7.508432444303774,7.508432444303774,0.3089866186860468,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC82_1,BC82,492500.03649829555,6312499.667744995,perc_cropland,Cropland (% coverage),-0.03295809077975438,0.004563121535484037,-7.2227072023972125,7.2227072023972125,0.3045946006469974,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC83_1,BC83,492499.997856006,6317499.641786334,perc_cropland,Cropland (% coverage),-0.032037509216047484,0.004637113745650834,-6.908933222976379,6.908933222976379,0.29915576175385256,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC84_1,BC84,492500.0467049848,6322499.651782474,perc_cropland,Cropland (% coverage),-0.030982632352805992,0.004724979240347168,-6.557199677882509,6.557199677882509,0.2931071486874228,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC85_1,BC85,492500.0614262203,6327499.586613408,perc_forest,Forest (% coverage),-0.021320013343280556,0.003347335063155289,-6.3692498483207505,6.3692498483207505,0.28673211264026666,Negative,TRUE,Forest (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC93_1,BC93,497500.0048648076,6317499.628014286,perc_cropland,Cropland (% coverage),-0.031081906588791446,0.004599027152782559,-6.758365531715962,6.758365531715962,0.2886102897827974,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC94_1,BC94,497500.0354478817,6322499.62760691,perc_cropland,Cropland (% coverage),-0.030034290470307604,0.004684850553729423,-6.410938860450628,6.410938860450628,0.28269533247294065,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC95_1,BC95,497500.0144291096,6327499.551978993,perc_forest,Forest (% coverage),-0.02076236634855348,0.00330148617525523,-6.288793969263975,6.288793969263975,0.27665722150482225,Negative,TRUE,Forest (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BC96_1,BC96,497500.0027015511,6332499.623702109,perc_forest,Forest (% coverage),-0.021561515500233157,0.0034599012977495182,-6.231829651978158,6.231829651978158,0.27066954278197597,Negative,TRUE,Forest (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD00_1,BD00,452500.055170292,6252499.551853021,perc_cropland,Cropland (% coverage),-0.05203945046801426,0.004724841754804591,-11.014009181386118,11.014009181386118,0.40866536601427567,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD01_1,BD01,452500.062128352,6257499.642154956,perc_cropland,Cropland (% coverage),-0.05107468620060327,0.004732920294679324,-10.79136833511028,10.79136833511028,0.4118297175129033,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD02_1,BD02,452500.0451360465,6262499.658862274,perc_cropland,Cropland (% coverage),-0.050096931916011035,0.004751156252222044,-10.54415583418909,10.54415583418909,0.414001010057803,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD03_1,BD03,452500.00491227995,6267499.601946497,perc_cropland,Cropland (% coverage),-0.0491334398941657,0.004779041170185608,-10.281024612361199,10.281024612361199,0.41537429850554397,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD04_1,BD04,452500.0060987118,6272499.69329495,perc_cropland,Cropland (% coverage),-0.048184942280805096,0.004814839238564419,-10.007591093565111,10.007591093565111,0.41597685879399054,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD05_1,BD05,452499.98535578116,6277499.71096541,perc_cropland,Cropland (% coverage),-0.04727083571352302,0.00485448180450853,-9.73756574174836,9.73756574174836,0.41596374479738857,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD06_1,BD06,452500.00592764583,6282499.765541134,perc_cropland,Cropland (% coverage),-0.04640452824082918,0.004895267706748257,-9.479466909819722,9.479466909819722,0.41548852771968076,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD07_1,BD07,452500.0058695333,6287499.746381921,perc_cropland,Cropland (% coverage),-0.04560282308983424,0.004936800698507718,-9.237323091373515,9.237323091373515,0.41490939674426436,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD08_1,BD08,452499.9871680592,6292499.764766518,perc_cropland,Cropland (% coverage),-0.044885312076467246,0.004980134834259604,-9.012870849939617,9.012870849939617,0.4142249576277273,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD10_1,BD10,457500.0642796085,6252499.626853711,perc_cropland,Cropland (% coverage),-0.05127950368258264,0.004586210716705282,-11.181235850284187,11.181235850284187,0.3959483347335092,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD11_1,BD11,457500.03424585843,6257499.62756949,perc_cropland,Cropland (% coverage),-0.050279762109825814,0.004597009208785495,-10.937494319944914,10.937494319944914,0.39889120433605457,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD12_1,BD12,457500.0261392312,6262499.665304576,perc_cropland,Cropland (% coverage),-0.049270124016041535,0.004619675369444452,-10.665278418030185,10.665278418030185,0.40088870884049194,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD13_1,BD13,457500.03933642176,6267499.628727978,perc_cropland,Cropland (% coverage),-0.048277905124224064,0.004653318605385158,-10.374940815003162,10.374940815003162,0.4021627916160189,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD17_1,BD17,457500.0192793853,6287499.743606095,perc_cropland,Cropland (% coverage),-0.04458867306458914,0.004830719334274209,-9.230234666756594,9.230234666756594,0.40158884070832834,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD18_1,BD18,457500.0290933364,6292499.781524262,perc_cropland,Cropland (% coverage),-0.043841696785424426,0.004875338349237863,-8.992544444074937,8.992544444074937,0.4008968645490725,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD19_1,BD19,457500.063487968,6297499.744964002,perc_cropland,Cropland (% coverage),-0.04315163968192971,0.004925634590517095,-8.76062543596025,8.76062543596025,0.3997227781348851,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,perc_cropland,Cropland (% coverage),-0.05045744326533805,0.0044662211578227855,-11.297569350536882,11.297569350536882,0.3834989536051339,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD21_1,BD21,462500.04652625887,6257499.613366459,perc_cropland,Cropland (% coverage),-0.049425153134039404,0.0044792743447538775,-11.03418753350665,11.03418753350665,0.3862482262106802,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD22_1,BD22,462500.04672205047,6262499.682150681,perc_cropland,Cropland (% coverage),-0.04839162549841432,0.004504655359368465,-10.742581093972666,10.742581093972666,0.3881202091427564,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD26_1,BD26,462500.0396707308,6282499.770858137,perc_cropland,Cropland (% coverage),-0.0444289329371189,0.004687516346666177,-9.478139306909798,9.478139306909798,0.38922532701254475,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD27_1,BD27,462500.0084153306,6287499.80222181,perc_cropland,Cropland (% coverage),-0.04354764066784835,0.004736016619502395,-9.194993211916522,9.194993211916522,0.38850814319038635,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD28_1,BD28,462500.04522956035,6292499.758577253,perc_cropland,Cropland (% coverage),-0.04277044201212632,0.004782033453905537,-8.943986365715457,8.943986365715457,0.3877570892417779,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD29_1,BD29,462500.0292985126,6297499.752303558,perc_cropland,Cropland (% coverage),-0.04205621720993974,0.004831523743206425,-8.704545283271084,8.704545283271084,0.3865359840730678,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD31_1,BD31,467500.0543298067,6257499.600372754,perc_cropland,Cropland (% coverage),-0.048499950236661454,0.0043788675429799135,-11.07591169648767,11.07591169648767,0.37388217824981945,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD32_1,BD32,467500.06232946395,6262499.710226541,perc_cropland,Cropland (% coverage),-0.04744760893038547,0.004404325442679965,-10.772957073198096,10.772957073198096,0.3756703403766437,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD35_1,BD35,467500.0749060298,6277499.704398919,perc_cropland,Cropland (% coverage),-0.044378929393886796,0.004540889538161561,-9.773179686695086,9.773179686695086,0.37715223165531475,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD36_1,BD36,467500.0370856172,6282499.739297631,perc_cropland,Cropland (% coverage),-0.04339744938392841,0.004595443973632645,-9.443581432595124,9.443581432595124,0.37656282664487856,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD37_1,BD37,467500.0506595336,6287499.810571126,perc_cropland,Cropland (% coverage),-0.04248877742936661,0.004647105138284853,-9.143063512664211,9.143063512664211,0.37577713634465476,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD38_1,BD38,467500.0539126969,6292499.807359152,perc_cropland,Cropland (% coverage),-0.041682469579276744,0.004694503622560086,-8.878994017379362,8.878994017379362,0.37493020437802727,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD39_1,BD39,467500.0473273079,6297499.729633846,perc_cropland,Cropland (% coverage),-0.04093060626177053,0.004741326607568404,-8.632732914124608,8.632732914124608,0.37363080012126615,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD40_1,BD40,472500.0931846446,6252499.686959085,perc_cropland,Cropland (% coverage),-0.04855560237701656,0.004282521704044178,-11.33808670045112,11.33808670045112,0.3589956672708491,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD41_1,BD41,472500.0753691514,6257499.700065501,perc_cropland,Cropland (% coverage),-0.04748262125984365,0.0042945597378174745,-11.05645844013213,11.05645844013213,0.3616053705022144,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD42_1,BD42,472500.0892348051,6262499.638397401,perc_cropland,Cropland (% coverage),-0.04642193789195168,0.0043185479674602645,-10.74943204098585,10.74943204098585,0.36344310365648624,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD43_1,BD43,472500.0750117887,6267499.724942416,perc_cropland,Cropland (% coverage),-0.04538441432370785,0.00435440113586884,-10.422653519414956,10.422653519414956,0.36456951859957865,Negative,TRUE,Cropland (% coverage),Negative
beta_turnover,All-site beta turnover,1,1970s,fixed_100km,100000,BD44_1,BD44,472500.09313145553,6272499.736661749,perc_cropland,Cropland (% coverage),-0.044351298260253594,0.004399786093045567,-10.080330571151306,10.080330571151306,0.36498033608074765,Negative,TRUE,Cropland (% coverage),Negative
