response,response_label,atlas,period,bandwidth,bandwidth_value,survey,site,X,Y,local_cn,predictor,local_vif,driver_label,vif_gt_5,vif_gt_10,cn_gt_30
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD19_1,BD19,457500.063487968,6297499.744964002,7.873215471601572,hh,3.2479261912466337,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD19_1,BD19,457500.063487968,6297499.744964002,7.873215471601572,perc_urban,1.2498582355061556,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD19_1,BD19,457500.063487968,6297499.744964002,7.873215471601572,perc_cropland,2.9686911846041495,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD19_1,BD19,457500.063487968,6297499.744964002,7.873215471601572,perc_pasture,1.6225386946752438,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD19_1,BD19,457500.063487968,6297499.744964002,7.873215471601572,perc_forest,1.4794749968120862,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD19_1,BD19,457500.063487968,6297499.744964002,7.873215471601572,perc_grass_shrub,1.629915959724613,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,tmean_breeding,1.4336580444508522,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,prec_breeding,1.0282777901901232,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,hh,3.6467259959102627,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,perc_urban,1.5337346134570156,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,perc_cropland,4.836834094952075,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,perc_pasture,2.0655677581182337,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,perc_forest,2.0772673582079615,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DC09_1,DC09,552499.6781305044,6347499.774804628,5.041026425629122,perc_grass_shrub,1.7217573369864752,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,tmean_breeding,1.4095881302894944,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,prec_breeding,1.0341813558394928,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,hh,3.615441239256267,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,perc_urban,1.5490874564714163,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,perc_cropland,4.877135499524682,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,perc_pasture,2.174382052208001,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,perc_forest,2.0902027228700337,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB11_1,DB11,557499.6898730142,6357499.755865983,5.041225607420684,perc_grass_shrub,1.696266130145242,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,tmean_breeding,1.3884174304864436,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,prec_breeding,1.0490384111670443,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,hh,3.6286757123839712,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,perc_urban,1.5596591120415662,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,perc_cropland,4.894801797056264,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,perc_pasture,2.2719728576042972,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,perc_forest,2.066450013639903,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB13_1,DB13,557499.6790873646,6367499.744899912,5.066400872948677,perc_grass_shrub,1.6732095653910806,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,tmean_breeding,1.3792949862414774,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,prec_breeding,1.0574107234227705,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,hh,3.6484651415199965,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,perc_urban,1.5638664264502207,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,perc_cropland,4.89321418135472,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,perc_pasture,2.32076585977196,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,perc_forest,2.049212818512449,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB14_1,DB14,557499.6920318474,6372499.795985679,5.100005213558346,perc_grass_shrub,1.6643592648196632,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,tmean_breeding,1.3702241473163508,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,prec_breeding,1.0647979980593512,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,hh,3.6773364336885686,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,perc_urban,1.5680483378333596,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,perc_cropland,4.882178602105652,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,perc_pasture,2.3707008124501945,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,perc_forest,2.0277901529008404,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB15_1,DB15,557499.6776623846,6377499.772861233,5.175654517685973,perc_grass_shrub,1.6567313898144762,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,tmean_breeding,1.3604668894765675,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,prec_breeding,1.0703077075498018,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,hh,3.7177646905313138,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,perc_urban,1.572667547988394,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,perc_cropland,4.86513472027554,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,perc_pasture,2.423567802488169,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,perc_forest,2.003560630661878,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB16_1,DB16,557499.6934591797,6382499.787658613,5.335196443069522,perc_grass_shrub,1.651220779494802,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,tmean_breeding,1.5880253334011232,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,prec_breeding,1.4838548922327202,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,hh,3.1577498938373703,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,perc_urban,1.2876572316018826,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,perc_cropland,3.695504563874263,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,perc_pasture,1.7388032698294351,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,perc_forest,1.8853499080168699,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,BD20_1,BD20,462500.0521724849,6252499.692892568,7.146494352124392,perc_grass_shrub,1.6741384003001212,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,tmean_breeding,1.4274733411089011,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,prec_breeding,1.0344704076127682,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,hh,3.5946974755867793,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,perc_urban,1.5470421205238947,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,perc_cropland,4.854316001502624,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,perc_pasture,2.1352895697953285,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,perc_forest,2.1244258941986827,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB20_1,DB20,562499.6596629414,6352499.822055593,5.032063916426936,perc_grass_shrub,1.7137878421352026,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,tmean_breeding,1.4139992536452972,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,prec_breeding,1.0405601784549527,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,hh,3.5944691024559425,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,perc_urban,1.5524373820438442,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,perc_cropland,4.862614021477668,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,perc_pasture,2.1812109739188115,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,perc_forest,2.1110073204335036,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB21_1,DB21,562499.6778171846,6357499.774650563,5.042794470618338,perc_grass_shrub,1.6997406320164834,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,tmean_breeding,1.4020563010379823,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,prec_breeding,1.0478384187871164,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,hh,3.598553983674421,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,perc_urban,1.557504225541105,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,perc_cropland,4.861533445031686,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,perc_pasture,2.225861345545628,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,perc_forest,2.0956341862711523,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB22_1,DB22,562499.6515363256,6362499.764446196,5.064030203244629,perc_grass_shrub,1.6867424010126504,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,tmean_breeding,1.3909728999245217,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,prec_breeding,1.055478427465324,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,hh,3.610739487963997,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,perc_urban,1.5620626547516092,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,perc_cropland,4.853889514637404,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,perc_pasture,2.2704926418660905,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,perc_forest,2.0770078355899995,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB23_1,DB23,562499.6400820935,6367499.792328508,5.104996962097756,perc_grass_shrub,1.6751734529549105,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,tmean_breeding,1.3803845176546665,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,prec_breeding,1.062528805970545,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,hh,3.6320489944118393,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,perc_urban,1.5659615388365442,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,perc_cropland,4.83687751751368,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,perc_pasture,2.314456614043537,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,perc_forest,2.053739598483057,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB24_1,DB24,562499.6441820732,6372499.746949654,5.182742655030644,perc_grass_shrub,1.665298421549324,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,tmean_breeding,1.3698420241152252,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,prec_breeding,1.068292601344294,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,hh,3.6642670733218745,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,perc_urban,1.569619486799557,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,perc_cropland,4.813844448944029,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,perc_pasture,2.3589326580081993,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,perc_forest,2.027250012660444,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB25_1,DB25,562499.6611575983,6377499.739594084,5.319447028413089,perc_grass_shrub,1.657266994829886,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,tmean_breeding,1.3592822715044137,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,prec_breeding,1.0724464098677675,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,hh,3.7087110243233825,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,perc_urban,1.5739467473540711,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,perc_cropland,4.792718622154077,Cropland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,perc_pasture,2.4070448284247337,Pasture (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,perc_forest,2.000746288223884,Forest (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB26_1,DB26,562499.6900292314,6382499.770230629,5.524652212967771,perc_grass_shrub,1.6515625019152462,Grass/Shrubland (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB31_1,DB31,567499.6497347835,6357499.773935058,5.085346741597389,tmean_breeding,1.4158875714093075,Temperature,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB31_1,DB31,567499.6497347835,6357499.773935058,5.085346741597389,prec_breeding,1.049776990568432,Precipitation,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB31_1,DB31,567499.6497347835,6357499.773935058,5.085346741597389,hh,3.5749042876511172,Land-use heterogeneity,FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB31_1,DB31,567499.6497347835,6357499.773935058,5.085346741597389,perc_urban,1.5552380367691732,Urban (% coverage),FALSE,FALSE,FALSE
predicted_richness,Predicted richness,1,1970s,fixed_100km,100000,DB31_1,DB31,567499.6497347835,6357499.773935058,5.085346741597389,perc_cropland,4.835952879563771,Cropland (% coverage),FALSE,FALSE,FALSE
