response,response_label,atlas,period,survey,site,X,Y,top_predictor,top_driver_label,top_local_t,top_abs_local_t,second_predictor,second_driver_label,second_local_t,second_abs_local_t,t_margin,n_supported_predictors,supported_predictors,top_supported,margin_for_plot,supported_count_label,ambiguity_class
beta_turnover,All-site beta turnover,1,1970s,AF81_1,AF81,442500.1384771916,6157499.787446427,perc_cropland,Cropland (% coverage),-7.603905272625016,7.603905272625016,perc_urban,Urban (% coverage),-6.198277821020202,6.198277821020202,1.405627451604814,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,1.405627451604814,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF82_1,AF82,442500.15165183047,6162499.8084204225,perc_cropland,Cropland (% coverage),-7.591080172739467,7.591080172739467,perc_urban,Urban (% coverage),-6.408321201041088,6.408321201041088,1.1827589716983793,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,1.1827589716983793,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF91_1,AF91,447500.16279772675,6157499.807246089,perc_cropland,Cropland (% coverage),-7.851810552930794,7.851810552930794,perc_urban,Urban (% coverage),-6.437437005648674,6.437437005648674,1.4143735472821204,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,1.4143735472821204,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF92_1,AF92,447500.2057250942,6162499.834014087,perc_cropland,Cropland (% coverage),-7.845071988234699,7.845071988234699,perc_urban,Urban (% coverage),-6.635679015865625,6.635679015865625,1.2093929723690744,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,1.2093929723690744,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF93_1,AF93,447500.1653840631,6167499.788514787,perc_cropland,Cropland (% coverage),-7.805385114940398,7.805385114940398,perc_urban,Urban (% coverage),-6.824820381770552,6.824820381770552,0.9805647331698459,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,0.9805647331698459,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF94_1,AF94,447500.1697669054,6172499.780493908,perc_cropland,Cropland (% coverage),-7.739780945982506,7.739780945982506,perc_urban,Urban (% coverage),-6.993983155024458,6.993983155024458,0.745797790958048,6,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage); Temperature,TRUE,0.745797790958048,6,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF96_1,AF96,447500.12389998813,6182499.65648123,perc_cropland,Cropland (% coverage),-7.608065609278986,7.608065609278986,perc_urban,Urban (% coverage),-7.265712672911137,7.265712672911137,0.342352936367849,6,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage); Temperature,TRUE,0.342352936367849,6,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF97_1,AF97,447500.1390822072,6187499.650967309,perc_cropland,Cropland (% coverage),-7.650377934351724,7.650377934351724,perc_urban,Urban (% coverage),-7.391865113013535,7.391865113013535,0.2585128213381891,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,0.2585128213381891,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF98_1,AF98,447500.13873657817,6192499.683587027,perc_cropland,Cropland (% coverage),-7.815170874057565,7.815170874057565,perc_urban,Urban (% coverage),-7.515302037123799,7.515302037123799,0.29986883693376587,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,0.29986883693376587,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,AF99_1,AF99,447500.1235891788,6197499.754315107,perc_cropland,Cropland (% coverage),-8.115761136862297,8.115761136862297,perc_urban,Urban (% coverage),-7.631697487065749,7.631697487065749,0.48406364979654803,5,Cropland (% coverage); Urban (% coverage); Forest (% coverage); Pasture (% coverage); Grass/Shrubland (% coverage),TRUE,0.48406364979654803,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC10_1,BC10,457500.06312543934,6302499.745828598,perc_cropland,Cropland (% coverage),-8.513497468364266,8.513497468364266,perc_forest,Forest (% coverage),-7.051616283643966,7.051616283643966,1.4618811847202995,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,1.4618811847202995,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC11_1,BC11,457500.0287272008,6307499.784091797,perc_cropland,Cropland (% coverage),-8.245534922654132,8.245534922654132,perc_forest,Forest (% coverage),-7.065712905894723,7.065712905894723,1.1798220167594087,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,1.1798220167594087,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC20_1,BC20,462500.0832758646,6302499.782276433,perc_cropland,Cropland (% coverage),-8.452465039870303,8.452465039870303,perc_forest,Forest (% coverage),-7.044205914585773,7.044205914585773,1.4082591252845296,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,1.4082591252845296,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC21_1,BC21,462500.08463837503,6307499.738256342,perc_cropland,Cropland (% coverage),-8.180077342501264,8.180077342501264,perc_forest,Forest (% coverage),-7.048863090958217,7.048863090958217,1.1312142515430468,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,1.1312142515430468,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC30_1,BC30,467500.03225555073,6302499.688678854,perc_cropland,Cropland (% coverage),-8.378981138014739,8.378981138014739,perc_forest,Forest (% coverage),-6.983851602162773,6.983851602162773,1.3951295358519662,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,1.3951295358519662,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC31_1,BC31,467500.0700814336,6307499.683991895,perc_cropland,Cropland (% coverage),-8.106827635567134,8.106827635567134,perc_forest,Forest (% coverage),-6.976274745817069,6.976274745817069,1.1305528897500654,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,1.1305528897500654,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC32_1,BC32,467500.03942602925,6312499.716500132,perc_cropland,Cropland (% coverage),-7.808908879319811,7.808908879319811,perc_forest,Forest (% coverage),-6.953539336830661,6.953539336830661,0.8553695424891501,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,0.8553695424891501,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC33_1,BC33,467500.06162332307,6317499.67391025,perc_cropland,Cropland (% coverage),-7.479661942440588,7.479661942440588,perc_forest,Forest (% coverage),-6.893379618222772,6.893379618222772,0.5862823242178159,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,0.5862823242178159,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC34_1,BC34,467500.01645873167,6322499.668462578,perc_cropland,Cropland (% coverage),-7.114140955706491,7.114140955706491,perc_forest,Forest (% coverage),-6.784551800631847,6.784551800631847,0.32958915507464415,3,Cropland (% coverage); Forest (% coverage); Urban (% coverage),TRUE,0.32958915507464415,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC40_1,BC40,472500.05137193855,6302499.68679326,perc_cropland,Cropland (% coverage),-8.290419053977336,8.290419053977336,perc_forest,Forest (% coverage),-6.877665493022277,6.877665493022277,1.4127535609550597,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.4127535609550597,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC41_1,BC41,472500.0641984955,6307499.732148187,perc_cropland,Cropland (% coverage),-8.020117114806823,8.020117114806823,perc_forest,Forest (% coverage),-6.86057198457508,6.86057198457508,1.1595451302317423,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.1595451302317423,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC43_1,BC43,472500.07431792136,6317499.709834675,perc_cropland,Cropland (% coverage),-7.39755235080089,7.39755235080089,perc_forest,Forest (% coverage),-6.793849799418742,6.793849799418742,0.6037025513821481,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,0.6037025513821481,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC44_1,BC44,472500.07316175365,6322499.753427244,perc_cropland,Cropland (% coverage),-7.033212565057221,7.033212565057221,perc_forest,Forest (% coverage),-6.712218958490586,6.712218958490586,0.32099360656663567,3,Cropland (% coverage); Forest (% coverage); Urban (% coverage),TRUE,0.32099360656663567,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC45_1,BC45,472500.047461368,6327499.722303724,perc_cropland,Cropland (% coverage),-6.629092005611684,6.629092005611684,perc_forest,Forest (% coverage),-6.592574954442427,6.592574954442427,0.036517051169257186,3,Cropland (% coverage); Forest (% coverage); Urban (% coverage),TRUE,0.036517051169257186,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC50_1,BC50,477500.03517784266,6302499.666388486,perc_cropland,Cropland (% coverage),-8.180814270800207,8.180814270800207,perc_forest,Forest (% coverage),-6.740949924775213,6.740949924775213,1.4398643460249936,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.4398643460249936,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC51_1,BC51,477500.0219923793,6307499.660629535,perc_cropland,Cropland (% coverage),-7.912190076624226,7.912190076624226,perc_forest,Forest (% coverage),-6.718174131519092,6.718174131519092,1.194015945105134,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.194015945105134,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC52_1,BC52,477500.0270955203,6312499.691159323,perc_cropland,Cropland (% coverage),-7.618954637055071,7.618954637055071,perc_forest,Forest (% coverage),-6.7034007659486905,6.7034007659486905,0.9155538711063809,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,0.9155538711063809,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC53_1,BC53,477500.050134716,6317499.646637439,perc_cropland,Cropland (% coverage),-7.293361083423235,7.293361083423235,perc_forest,Forest (% coverage),-6.678127979604889,6.678127979604889,0.6152331038183467,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,0.6152331038183467,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC54_1,BC54,477500.091967421,6322499.63835183,perc_cropland,Cropland (% coverage),-6.932816230948464,6.932816230948464,perc_forest,Forest (% coverage),-6.62839665338938,6.62839665338938,0.30441957755908344,3,Cropland (% coverage); Forest (% coverage); Urban (% coverage),TRUE,0.30441957755908344,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC55_1,BC55,477500.0922437846,6327499.666607962,perc_forest,Forest (% coverage),-6.5436838491614875,6.5436838491614875,perc_cropland,Cropland (% coverage),-6.533896613502787,6.533896613502787,0.009787235658700766,3,Forest (% coverage); Cropland (% coverage); Urban (% coverage),TRUE,0.009787235658700766,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC60_1,BC60,482500.0626082632,6302499.738540966,perc_cropland,Cropland (% coverage),-8.057403805472498,8.057403805472498,perc_forest,Forest (% coverage),-6.582726937854315,6.582726937854315,1.4746768676181832,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.4746768676181832,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC62_1,BC62,482500.04548227973,6312499.681136523,perc_cropland,Cropland (% coverage),-7.4949505050006975,7.4949505050006975,perc_forest,Forest (% coverage),-6.567181860956279,6.567181860956279,0.9277686440444182,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,0.9277686440444182,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC64_1,BC64,482500.09264614136,6322499.657199486,perc_cropland,Cropland (% coverage),-6.814201528999771,6.814201528999771,perc_forest,Forest (% coverage),-6.546212273094712,6.546212273094712,0.26798925590505895,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.26798925590505895,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC65_1,BC65,482500.0574243303,6327499.644156614,perc_forest,Forest (% coverage),-6.49254439297837,6.49254439297837,perc_cropland,Cropland (% coverage),-6.417712229487657,6.417712229487657,0.0748321634907132,3,Forest (% coverage); Cropland (% coverage); Urban (% coverage),TRUE,0.0748321634907132,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC70_1,BC70,487500.0281488765,6302499.681272506,perc_cropland,Cropland (% coverage),-7.9252413428117405,7.9252413428117405,perc_forest,Forest (% coverage),-6.411116411934507,6.411116411934507,1.5141249308772338,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.5141249308772338,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC71_1,BC71,487500.0237248111,6307499.714883644,perc_cropland,Cropland (% coverage),-7.651021646584052,7.651021646584052,perc_forest,Forest (% coverage),-6.411393227213456,6.411393227213456,1.2396284193705958,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.2396284193705958,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC72_1,BC72,487500.06305016344,6312499.673261789,perc_cropland,Cropland (% coverage),-7.363695927025043,7.363695927025043,perc_forest,Forest (% coverage),-6.4352288183751565,6.4352288183751565,0.9284671086498868,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,0.9284671086498868,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC73_1,BC73,487500.0249803983,6317499.668063927,perc_cropland,Cropland (% coverage),-7.044620901722667,7.044620901722667,perc_forest,Forest (% coverage),-6.460018609883577,6.460018609883577,0.5846022918390901,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.5846022918390901,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC74_1,BC74,487500.03132666176,6322499.698896714,perc_cropland,Cropland (% coverage),-6.689436695174629,6.689436695174629,perc_forest,Forest (% coverage),-6.466147908664727,6.466147908664727,0.2232887865099018,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.2232887865099018,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC75_1,BC75,487500.08176904864,6327499.654417714,perc_forest,Forest (% coverage),-6.435777658582097,6.435777658582097,perc_cropland,Cropland (% coverage),-6.294835969702287,6.294835969702287,0.14094168887980985,3,Forest (% coverage); Cropland (% coverage); Urban (% coverage),TRUE,0.14094168887980985,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC81_1,BC81,492500.041047909,6307499.729905474,perc_cropland,Cropland (% coverage),-7.508432444303774,7.508432444303774,perc_forest,Forest (% coverage),-6.262830168242545,6.262830168242545,1.2456022760612289,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation; Pasture (% coverage),TRUE,1.2456022760612289,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC82_1,BC82,492500.0364982955,6312499.667744995,perc_cropland,Cropland (% coverage),-7.2227072023972125,7.2227072023972125,perc_forest,Forest (% coverage),-6.308769721114739,6.308769721114739,0.9139374812824732,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage); Precipitation,TRUE,0.9139374812824732,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC83_1,BC83,492499.997856006,6317499.641786334,perc_cropland,Cropland (% coverage),-6.908933222976379,6.908933222976379,perc_forest,Forest (% coverage),-6.357174960513904,6.357174960513904,0.5517582624624753,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.5517582624624753,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC84_1,BC84,492500.0467049848,6322499.651782474,perc_cropland,Cropland (% coverage),-6.557199677882509,6.557199677882509,perc_forest,Forest (% coverage),-6.3846090124926445,6.3846090124926445,0.17259066538986456,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.17259066538986456,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC85_1,BC85,492500.0614262203,6327499.586613408,perc_forest,Forest (% coverage),-6.3692498483207505,6.3692498483207505,perc_cropland,Cropland (% coverage),-6.165450246473189,6.165450246473189,0.20379960184756118,4,Forest (% coverage); Cropland (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.20379960184756118,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC93_1,BC93,497500.0048648076,6317499.628014286,perc_cropland,Cropland (% coverage),-6.758365531715962,6.758365531715962,perc_forest,Forest (% coverage),-6.2491396313160905,6.2491396313160905,0.5092259003998718,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.5092259003998718,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC94_1,BC94,497500.0354478817,6322499.62760691,perc_cropland,Cropland (% coverage),-6.410938860450628,6.410938860450628,perc_forest,Forest (% coverage),-6.292946506214536,6.292946506214536,0.11799235423609211,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.11799235423609211,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC95_1,BC95,497500.0144291096,6327499.551978993,perc_forest,Forest (% coverage),-6.288793969263975,6.288793969263975,perc_cropland,Cropland (% coverage),-6.024909974902265,6.024909974902265,0.2638839943617102,4,Forest (% coverage); Cropland (% coverage); Urban (% coverage); Pasture (% coverage),TRUE,0.2638839943617102,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BC96_1,BC96,497500.0027015511,6332499.623702109,perc_forest,Forest (% coverage),-6.231829651978158,6.231829651978158,perc_cropland,Cropland (% coverage),-5.602299348507604,5.602299348507604,0.6295303034705544,3,Forest (% coverage); Cropland (% coverage); Urban (% coverage),TRUE,0.6295303034705544,3,Three supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD00_1,BD00,452500.055170292,6252499.551853021,perc_cropland,Cropland (% coverage),-11.014009181386118,11.014009181386118,perc_forest,Forest (% coverage),-7.175035457725722,7.175035457725722,3.8389737236603967,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage),TRUE,3.8389737236603967,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD01_1,BD01,452500.062128352,6257499.642154956,perc_cropland,Cropland (% coverage),-10.79136833511028,10.79136833511028,perc_forest,Forest (% coverage),-7.01932413797708,7.01932413797708,3.7720441971331997,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage),TRUE,3.7720441971331997,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD02_1,BD02,452500.0451360465,6262499.658862274,perc_cropland,Cropland (% coverage),-10.54415583418909,10.54415583418909,perc_forest,Forest (% coverage),-6.909758910286925,6.909758910286925,3.6343969239021643,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage),TRUE,3.6343969239021643,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD03_1,BD03,452500.0049122799,6267499.601946497,perc_cropland,Cropland (% coverage),-10.2810246123612,10.2810246123612,perc_forest,Forest (% coverage),-6.843725827899822,6.843725827899822,3.4372987844613787,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage),TRUE,3.4372987844613787,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD04_1,BD04,452500.0060987118,6272499.69329495,perc_cropland,Cropland (% coverage),-10.007591093565113,10.007591093565113,perc_forest,Forest (% coverage),-6.810007502510502,6.810007502510502,3.1975835910546104,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage); Precipitation,TRUE,3.1975835910546104,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD05_1,BD05,452499.9853557811,6277499.71096541,perc_cropland,Cropland (% coverage),-9.73756574174836,9.73756574174836,perc_forest,Forest (% coverage),-6.804481807384062,6.804481807384062,2.9330839343642987,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage); Precipitation,TRUE,2.9330839343642987,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD06_1,BD06,452500.00592764583,6282499.765541134,perc_cropland,Cropland (% coverage),-9.479466909819722,9.479466909819722,perc_forest,Forest (% coverage),-6.825533325316198,6.825533325316198,2.653933584503524,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage); Precipitation,TRUE,2.653933584503524,5,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD07_1,BD07,452500.0058695333,6287499.746381921,perc_cropland,Cropland (% coverage),-9.237323091373517,9.237323091373517,perc_forest,Forest (% coverage),-6.861484880442683,6.861484880442683,2.3758382109308336,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,2.3758382109308336,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD08_1,BD08,452499.9871680592,6292499.764766518,perc_cropland,Cropland (% coverage),-9.012870849939617,9.012870849939617,perc_forest,Forest (% coverage),-6.906356903151843,6.906356903151843,2.106513946787774,4,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Precipitation,TRUE,2.106513946787774,4,Four or more supported predictors
beta_turnover,All-site beta turnover,1,1970s,BD10_1,BD10,457500.0642796085,6252499.626853711,perc_cropland,Cropland (% coverage),-11.181235850284189,11.181235850284189,perc_forest,Forest (% coverage),-7.329889920095568,7.329889920095568,3.8513459301886206,5,Cropland (% coverage); Forest (% coverage); Urban (% coverage); Grass/Shrubland (% coverage); Precipitation,TRUE,3.8513459301886206,5,Four or more supported predictors
